Participant,940 Cross Mean,940 Cross Std,655 Cross Mean,655 Cross Std,940 Co Mean,940 Co Std,655 Co Mean,655 Co Std
Julia,4.788553394503635,10.904797062508244,3.63273729613216,8.13312399804575,7.484883530169138,29.283452734502443,3.792241158334488,11.426105945530196
