Channel,Hardware Channel,WindowStartIdx,WindowEndIdx,WindowStartSec,WindowEndSec,Mean,Std,Skewness,Day,Experiment,Wavelength,SkinTone,Orientation,Pol
Unpolarized_A_Green,C5,0,250,0.0,10.0,4.547473508864641e-16,50.96169326359487,3.970645434206755,Day_4,Experiment_3,IR,Dark,90,Og. Pol
Unpolarized_A_Green,C5,25,275,1.0,11.0,-1.1368683772161603e-16,50.82620496757386,4.0008214996039575,Day_4,Experiment_3,IR,Dark,90,Og. Pol
Unpolarized_A_Green,C5,50,300,2.0,12.0,-2.8421709430404013e-16,50.90248826951609,3.950630240191362,Day_4,Experiment_3,IR,Dark,90,Og. Pol
Unpolarized_A_Green,C5,75,325,3.0,13.0,-5.684341886080802e-17,50.838814626082936,3.9759026018675505,Day_4,Experiment_3,IR,Dark,90,Og. Pol
Unpolarized_A_Green,C5,100,350,4.0,14.0,-1.5347723092418164e-15,52.48738627189422,4.342997084917486,Day_4,Experiment_3,IR,Dark,90,Og. Pol
Unpolarized_A_Green,C5,125,375,5.0,15.0,-6.821210263296962e-16,36.25663571038756,1.85747184960888,Day_4,Experiment_3,IR,Dark,90,Og. Pol
Unpolarized_A_Green,C5,150,400,6.0,16.0,2.8421709430404013e-16,13.989367296290816,0.1108047627174987,Day_4,Experiment_3,IR,Dark,90,Og. Pol
Unpolarized_A_Green,C5,175,425,7.0,17.0,3.410605131648481e-16,13.866929239681337,0.1175862233243207,Day_4,Experiment_3,IR,Dark,90,Og. Pol
Unpolarized_A_Green,C5,200,450,8.0,18.0,-2.842170943040401e-17,13.0918178451547,0.2446522166738737,Day_4,Experiment_3,IR,Dark,90,Og. Pol
Unpolarized_A_Green,C5,225,475,9.0,19.0,-5.684341886080802e-17,13.064215251762072,0.2285386307959572,Day_4,Experiment_3,IR,Dark,90,Og. Pol
Unpolarized_A_Green,C5,250,500,10.0,20.0,-2.842170943040401e-17,13.349122700225024,0.2519752508491529,Day_4,Experiment_3,IR,Dark,90,Og. Pol
Unpolarized_A_Green,C5,275,525,11.0,21.0,4.547473508864641e-16,13.055351977925255,0.205114235572561,Day_4,Experiment_3,IR,Dark,90,Og. Pol
Unpolarized_A_Green,C5,300,550,12.0,22.0,-8.5265128291212e-17,12.793289354117674,0.0575317825933978,Day_4,Experiment_3,IR,Dark,90,Og. Pol
Unpolarized_A_Green,C5,325,575,13.0,23.0,1.1368683772161603e-16,13.11851950154274,0.2873331941597103,Day_4,Experiment_3,IR,Dark,90,Og. Pol
Unpolarized_A_Green,C5,350,600,14.0,24.0,7.815970093361102e-17,12.89252594111513,0.2649312280247134,Day_4,Experiment_3,IR,Dark,90,Og. Pol
Unpolarized_A_Green,C5,375,625,15.0,25.0,1.4210854715202004e-17,12.88323378426953,0.3538532233949589,Day_4,Experiment_3,IR,Dark,90,Og. Pol
Unpolarized_A_Green,C5,400,650,16.0,26.0,-2.1316282072803002e-16,12.951021631880158,0.3197038604710985,Day_4,Experiment_3,IR,Dark,90,Og. Pol
Unpolarized_A_Green,C5,425,675,17.0,27.0,9.947598300641404e-17,13.673515156441994,0.6981098437107228,Day_4,Experiment_3,IR,Dark,90,Og. Pol
Unpolarized_A_Green,C5,450,700,18.0,28.0,8.5265128291212e-17,14.713475762430395,0.7402910431025992,Day_4,Experiment_3,IR,Dark,90,Og. Pol
Unpolarized_A_Green,C5,475,725,19.0,29.0,-1.4210854715202004e-16,15.008069101660563,0.832913381729274,Day_4,Experiment_3,IR,Dark,90,Og. Pol
Unpolarized_A_Green,C5,500,750,20.0,30.0,1.70530256582424e-16,15.013745096648806,0.8548636356068426,Day_4,Experiment_3,IR,Dark,90,Og. Pol
Unpolarized_A_Green,C5,525,775,21.0,31.0,2.8421709430404013e-16,15.90811414402401,0.7495996845333133,Day_4,Experiment_3,IR,Dark,90,Og. Pol
Unpolarized_A_Green,C5,550,800,22.0,32.0,8.5265128291212e-17,15.59581098640374,0.8021597331334854,Day_4,Experiment_3,IR,Dark,90,Og. Pol
Unpolarized_A_Green,C5,575,825,23.0,33.0,-2.2737367544323206e-16,15.86888089528188,0.5776748058610052,Day_4,Experiment_3,IR,Dark,90,Og. Pol
Unpolarized_A_Green,C5,600,850,24.0,34.0,-2.8421709430404013e-16,16.32560068146566,0.6002649379426116,Day_4,Experiment_3,IR,Dark,90,Og. Pol
Unpolarized_A_Green,C5,625,875,25.0,35.0,1.9895196601282808e-16,16.41216383304761,0.7394207681877077,Day_4,Experiment_3,IR,Dark,90,Og. Pol
Unpolarized_A_Green,C5,650,900,26.0,36.0,-5.6843418860808095e-16,15.364187629958884,0.2937627945009323,Day_4,Experiment_3,IR,Dark,90,Og. Pol
