time,Unpolarized_A_Green,Unpolarized_A_Red,Unpolarized_A_IR,Unpolarized_B_Green,Unpolarized_B_Red,Unpolarized_B_IR,Co-Polarized_Green,Co-Polarized_Red,Co-Polarized_IR,Cross-Polarized_Green,Cross-Polarized_Red,Cross-Polarized_IR,Day,Condition,Session
2025-10-23T19:03:01.197Z,262,1118,3045,646,1666,3567,25566,24752,52712,14418,33946,78176,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:01.237Z,254,1124,3046,641,1673,3570,25661,24824,52822,14455,33895,78385,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:01.277Z,253,1113,3052,639,1661,3575,25680,24818,52822,14429,33569,78329,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:01.317Z,261,1096,3058,643,1645,3584,25841,24946,53033,14526,33681,78811,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:01.357Z,269,1091,3063,649,1641,3596,26109,25185,53405,14707,34208,79643,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:01.397Z,273,1100,3067,648,1648,3602,26307,25362,53690,14823,34698,80184,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:01.437Z,271,1113,3071,643,1657,3603,26371,25413,53792,14833,34838,80267,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:01.477Z,269,1122,3075,640,1662,3600,26297,25336,53705,14745,34502,79894,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:01.517Z,266,1121,3072,638,1655,3586,25978,25043,53278,14489,33634,78718,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:01.557Z,259,1109,3062,632,1636,3560,25322,24459,52381,14017,32176,76501,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:01.597Z,255,1096,3050,627,1617,3533,24584,23816,51377,13528,30454,74195,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:01.637Z,260,1090,3045,633,1610,3525,24293,23572,50990,13394,29390,73539,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:01.677Z,272,1092,3052,649,1617,3544,24633,23871,51444,13706,29821,74941,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:01.717Z,283,1096,3062,665,1627,3569,25249,24411,52251,14166,31477,77064,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:01.757Z,285,1097,3068,669,1632,3583,25700,24821,52838,14464,33033,78458,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:01.797Z,279,1095,3069,662,1631,3584,25827,24945,53001,14514,33693,78697,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:01.837Z,272,1094,3066,652,1630,3578,25783,24895,52915,14442,33812,78339,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:01.877Z,269,1095,3063,647,1633,3574,25833,24919,52925,14449,33930,78273,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:01.917Z,271,1093,3060,650,1634,3574,26054,25095,53181,14593,34123,78850,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:01.957Z,275,1091,3055,655,1634,3575,26278,25284,53503,14751,34260,79614,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:01.997Z,279,1092,3052,658,1637,3576,26388,25386,53708,14823,34313,80050,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:02.037Z,280,1094,3053,657,1639,3579,26378,25401,53742,14794,34280,80018,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:02.077Z,278,1094,3055,651,1637,3578,26167,25246,53481,14619,34051,79281,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:02.117Z,270,1095,3050,641,1630,3560,25581,24754,52693,14196,33323,77313,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:02.157Z,262,1093,3040,631,1617,3529,24671,23954,51442,13566,31884,74313,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:02.197Z,260,1085,3034,631,1602,3507,23939,23294,50431,13093,30463,72055,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:02.237Z,264,1081,3035,639,1602,3512,23917,23257,50415,13151,30344,72331,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:02.278Z,270,1086,3039,649,1618,3534,24535,23785,51283,13647,31652,74703,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:02.318Z,272,1093,3041,652,1637,3552,25251,24403,52268,14166,33264,77158,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:02.358Z,269,1094,3043,648,1645,3559,25667,24756,52823,14436,34117,78394,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:02.398Z,267,1084,3049,644,1638,3562,25764,24830,52942,14473,34008,78528,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:02.438Z,268,1076,3056,645,1628,3566,25784,24841,52967,14468,33660,78492,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:02.478Z,269,1083,3058,647,1634,3572,25942,24976,53190,14579,33758,79002,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:02.518Z,265,1100,3059,646,1651,3581,26181,25183,53521,14743,34138,79767,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:02.558Z,260,1109,3061,645,1660,3588,26332,25318,53733,14826,34364,80191,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:02.598Z,256,1103,3059,643,1656,3587,26363,25347,53798,14817,34370,80203,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:02.637Z,256,1091,3050,640,1646,3575,26260,25251,53696,14715,34203,79771,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:02.677Z,261,1079,3039,639,1630,3553,25894,24922,53226,14434,33809,78477,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:02.717Z,266,1074,3030,640,1613,3527,25216,24331,52300,13954,33167,76219,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:02.757Z,268,1078,3025,639,1606,3510,24551,23765,51366,13519,32402,74184,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:02.797Z,264,1091,3028,638,1619,3515,24375,23635,51106,13464,31943,73957,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:02.837Z,261,1105,3039,642,1639,3538,24750,23987,51603,13793,32253,75516,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:02.877Z,266,1109,3051,651,1649,3564,25313,24494,52341,14215,33150,77442,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:02.917Z,276,1110,3054,660,1651,3575,25696,24828,52832,14464,33940,78533,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:02.957Z,287,1115,3051,669,1654,3572,25770,24876,52919,14474,34085,78550,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:02.997Z,298,1120,3046,679,1656,3562,25657,24763,52778,14365,33651,78075,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:03.037Z,303,1119,3040,685,1655,3553,25622,24721,52766,14331,33299,77969,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:03.077Z,299,1114,3036,682,1654,3552,25816,24886,53055,14463,33473,78619,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:03.117Z,290,1105,3042,672,1650,3560,26119,25163,53466,14665,33942,79550,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:03.157Z,282,1092,3052,663,1642,3573,26321,25360,53731,14790,34286,80099,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:03.197Z,278,1084,3062,659,1632,3583,26331,25381,53746,14778,34356,80059,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:03.237Z,279,1083,3067,660,1626,3583,26082,25164,53414,14577,34129,79191,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:03.277Z,283,1091,3061,663,1624,3563,25457,24613,52560,14110,33396,77048,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:03.317Z,284,1103,3049,661,1625,3530,24568,23833,51357,13489,32028,74145,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:03.358Z,282,1110,3041,657,1627,3510,23953,23298,50559,13114,30762,72399,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:03.398Z,278,1111,3038,656,1634,3515,24059,23396,50755,13273,30769,73136,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:03.438Z,273,1113,3042,656,1645,3539,24704,23960,51660,13782,32082,75458,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:03.478Z,270,1117,3052,655,1655,3562,25350,24514,52537,14238,33614,77519,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:03.518Z,271,1118,3058,653,1657,3572,25684,24798,52962,14439,34362,78433,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:03.558Z,274,1108,3056,653,1648,3573,25786,24890,53051,14480,34228,78646,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:03.598Z,275,1092,3054,654,1637,3574,25922,25003,53194,14571,34011,79107,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:03.638Z,276,1082,3055,657,1633,3579,26182,25219,53533,14760,34210,79958,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:03.678Z,278,1080,3057,659,1633,3583,26387,25405,53815,14897,34478,80475,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:03.718Z,279,1080,3056,659,1633,3583,26438,25467,53890,14916,34539,80459,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:03.758Z,280,1086,3056,659,1637,3582,26400,25435,53844,14877,34506,80239,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:03.798Z,282,1098,3057,660,1644,3578,26251,25278,53639,14754,34360,79668,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:03.838Z,282,1106,3057,659,1642,3563,25831,24878,53055,14426,33775,78167,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:03.878Z,275,1108,3053,649,1632,3539,25099,24231,52043,13888,32521,75691,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:03.918Z,263,1102,3047,636,1620,3520,24417,23659,51100,13440,31231,73592,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:03.958Z,258,1089,3047,634,1611,3523,24283,23564,50917,13435,31020,73524,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:03.998Z,267,1078,3052,647,1609,3544,24719,23937,51527,13819,32018,75290,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:04.038Z,282,1077,3055,661,1613,3561,25304,24426,52351,14235,33309,77279,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:04.078Z,287,1082,3053,662,1620,3566,25672,24735,52879,14440,33971,78365,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:04.118Z,281,1084,3052,653,1622,3566,25741,24799,52987,14432,33777,78453,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:04.158Z,277,1084,3061,649,1620,3573,25681,24754,52887,14362,33277,78179,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:04.198Z,277,1090,3075,652,1625,3586,25737,24799,52940,14400,33067,78355,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:04.238Z,277,1102,3083,657,1640,3595,25982,25012,53265,14574,33231,79106,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:04.278Z,272,1110,3080,655,1652,3593,26260,25275,53623,14755,33584,79845,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:04.318Z,262,1106,3070,647,1652,3583,26399,25426,53777,14836,33979,80142,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:04.358Z,253,1099,3060,638,1645,3571,26361,25404,53692,14800,34229,79931,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:04.398Z,252,1097,3054,633,1639,3560,26088,25153,53303,14593,34128,78967,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:04.438Z,259,1092,3053,634,1625,3548,25460,24582,52447,14135,33473,76866,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:04.478Z,269,1083,3053,640,1603,3537,24624,23840,51331,13564,32254,74249,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:04.518Z,280,1078,3054,650,1595,3537,24123,23410,50681,13284,31210,72979,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:04.558Z,287,1082,3058,661,1606,3554,24305,23588,50956,13505,31333,73997,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:04.598Z,288,1095,3062,664,1629,3575,24917,24135,51798,13989,32530,76181,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:04.638Z,285,1110,3059,661,1652,3584,25485,24623,52560,14389,33840,77970,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:04.678Z,283,1120,3052,657,1663,3582,25763,24843,52930,14552,34418,78716,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:04.718Z,282,1122,3049,656,1663,3578,25848,24896,53046,14577,34251,78873,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:04.758Z,278,1116,3051,656,1660,3579,25996,25018,53245,14677,34148,79367,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:04.798Z,277,1107,3055,658,1654,3582,26242,25232,53579,14856,34423,80171,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:04.838Z,276,1097,3058,660,1646,3583,26385,25354,53780,14926,34579,80490,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:04.878Z,273,1086,3058,657,1637,3578,26389,25359,53796,14882,34490,80319,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:04.918Z,270,1076,3054,653,1627,3570,26346,25331,53737,14820,34388,80028,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:04.958Z,271,1070,3052,651,1619,3564,26194,25205,53506,14691,34221,79363,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:04.998Z,270,1074,3054,646,1612,3555,25736,24809,52849,14338,33590,77670,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:05.038Z,264,1082,3054,636,1604,3538,24931,24119,51723,13735,32195,74879,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:05.078Z,261,1086,3052,629,1597,3524,24194,23496,50691,13211,30707,72493,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:05.118Z,264,1085,3051,632,1600,3528,24085,23412,50525,13184,30428,72425,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:05.158Z,269,1085,3047,640,1614,3543,24614,23864,51249,13627,31549,74549,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:05.198Z,266,1091,3041,644,1634,3554,25288,24432,52171,14136,33004,76970,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:05.238Z,256,1097,3036,641,1647,3557,25705,24780,52738,14413,33788,78298,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:05.278Z,251,1098,3038,638,1647,3559,25800,24867,52874,14443,33709,78474,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:05.318Z,255,1100,3043,640,1644,3559,25773,24868,52868,14408,33391,78333,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:05.358Z,264,1105,3046,648,1644,3561,25880,24985,53066,14489,33469,78710,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:05.398Z,277,1105,3048,660,1645,3566,26136,25221,53443,14669,33897,79511,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:05.438Z,288,1101,3049,671,1647,3571,26344,25402,53710,14817,34281,80092,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:05.478Z,292,1103,3047,674,1653,3570,26402,25438,53764,14865,34438,80206,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:05.518Z,289,1107,3041,668,1656,3563,26322,25354,53637,14799,34405,79861,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:05.558Z,280,1105,3035,654,1649,3550,26013,25087,53211,14554,34166,78752,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:05.598Z,271,1097,3031,640,1631,3533,25362,24525,52331,14068,33545,76573,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:05.638Z,265,1088,3032,633,1612,3519,24609,23861,51303,13541,32513,74200,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:05.678Z,263,1084,3037,637,1606,3521,24294,23570,50861,13376,31709,73462,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:05.718Z,263,1091,3044,644,1622,3541,24609,23837,51290,13682,31927,74879,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:05.758Z,263,1106,3050,650,1647,3564,25209,24364,52127,14161,33009,77093,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:05.798Z,265,1111,3056,653,1660,3578,25685,24774,52782,14493,34108,78609,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:05.838Z,271,1101,3062,657,1651,3581,25872,24924,53017,14577,34501,78950,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:05.878Z,276,1087,3066,657,1634,3579,25872,24919,52996,14532,34196,78669,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:05.918Z,276,1086,3062,653,1632,3576,25925,24977,53073,14558,33964,78698,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:05.958Z,274,1098,3054,650,1644,3575,26100,25145,53343,14684,34140,79245,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:05.998Z,274,1105,3050,651,1648,3577,26254,25285,53599,14778,34324,79751,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:06.038Z,273,1101,3049,650,1643,3576,26331,25346,53740,14803,34342,79943,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:06.078Z,267,1098,3047,645,1639,3571,26340,25337,53757,14772,34292,79813,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:06.118Z,261,1100,3047,639,1637,3561,26171,25177,53509,14618,34117,79089,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:06.158Z,260,1096,3046,638,1626,3544,25641,24720,52751,14223,33480,77240,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:06.198Z,264,1083,3040,640,1602,3518,24761,23977,51508,13607,32081,74365,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:06.238Z,271,1075,3030,646,1587,3498,24012,23362,50456,13129,30612,72142,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:06.278Z,277,1081,3027,652,1597,3503,23954,23343,50378,13177,30413,72385,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:06.318Z,281,1095,3035,659,1622,3531,24535,23857,51215,13670,31666,74694,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:06.358Z,287,1108,3048,668,1644,3561,25219,24439,52210,14185,33244,77105,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:06.398Z,294,1116,3057,675,1652,3578,25618,24763,52787,14446,34070,78364,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:06.438Z,296,1109,3062,677,1645,3582,25706,24819,52914,14470,33971,78545,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:06.478Z,292,1089,3065,670,1629,3581,25717,24804,52940,14455,33667,78515,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:06.518Z,287,1073,3064,663,1621,3580,25866,24914,53164,14561,33788,78997,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:06.558Z,283,1076,3062,659,1627,3580,26104,25124,53501,14724,34163,79725,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:06.598Z,278,1089,3065,657,1638,3586,26276,25279,53720,14815,34382,80115,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:06.638Z,272,1100,3071,652,1645,3592,26340,25332,53775,14827,34407,80127,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:06.678Z,267,1107,3071,645,1647,3588,26264,25278,53648,14752,34321,79738,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:06.718Z,263,1110,3063,637,1643,3567,25916,24998,53157,14488,34029,78514,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:06.758Z,261,1103,3050,630,1628,3537,25244,24424,52221,13999,33413,76315,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:06.798Z,262,1092,3039,629,1610,3516,24555,23827,51277,13540,32571,74260,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:06.838Z,264,1092,3036,633,1613,3517,24341,23643,50996,13465,31986,73934,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:06.878Z,267,1102,3039,641,1633,3535,24700,23961,51492,13801,32227,75423,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:06.918Z,271,1105,3046,650,1646,3556,25281,24467,52279,14253,33171,77392,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:06.958Z,275,1099,3058,656,1647,3575,25697,24819,52841,14529,34066,78613,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:06.998Z,275,1098,3069,657,1644,3587,25792,24896,52974,14541,34267,78726,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:07.038Z,270,1103,3076,652,1643,3589,25693,24809,52841,14407,33788,78202,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:07.078Z,265,1101,3080,648,1637,3586,25659,24773,52801,14331,33327,77928,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:07.118Z,265,1093,3077,650,1631,3584,25834,24904,53057,14426,33409,78400,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:07.158Z,268,1094,3067,653,1635,3581,26120,25125,53453,14615,33834,79256,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:07.198Z,268,1105,3057,650,1649,3577,26341,25298,53726,14751,34171,79860,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:07.238Z,262,1111,3054,639,1655,3575,26389,25340,53764,14764,34271,79899,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:07.278Z,254,1103,3055,627,1645,3568,26170,25172,53461,14599,34127,79110,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:07.318Z,250,1088,3050,618,1624,3548,25551,24674,52620,14161,33489,77063,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:07.358Z,246,1082,3037,612,1606,3515,24637,23909,51374,13530,32113,74141,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:07.398Z,246,1087,3026,614,1603,3494,23965,23330,50465,13109,30720,72217,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:07.438Z,254,1097,3028,627,1617,3504,24022,23375,50549,13235,30605,72830,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:07.478Z,267,1106,3043,645,1640,3538,24656,23925,51425,13759,31883,75240,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:07.518Z,281,1109,3057,658,1656,3569,25328,24510,52361,14256,33419,77531,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:07.558Z,290,1106,3062,664,1658,3580,25683,24816,52865,14475,34156,78594,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:07.598Z,289,1101,3059,660,1651,3576,25740,24852,52965,14469,33974,78624,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:07.638Z,279,1098,3053,651,1645,3570,25766,24848,53025,14454,33650,78573,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:07.679Z,273,1099,3049,646,1645,3568,25935,24978,53267,14554,33759,79017,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:07.719Z,273,1099,3048,647,1645,3572,26149,25173,53551,14695,34096,79629,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:07.759Z,276,1091,3054,651,1641,3579,26278,25307,53717,14788,34332,80022,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:07.799Z,278,1081,3062,653,1634,3585,26313,25351,53763,14816,34410,80127,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:07.839Z,275,1083,3064,649,1633,3581,26209,25264,53611,14730,34290,79696,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:07.879Z,271,1098,3055,640,1635,3562,25822,24923,53047,14426,33854,78233,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:07.919Z,268,1112,3041,632,1634,3532,25112,24309,52044,13907,33106,75759,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:07.959Z,270,1118,3031,631,1631,3509,24430,23737,51116,13463,32303,73656,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:07.999Z,272,1116,3028,634,1634,3510,24272,23621,50944,13444,31917,73578,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:08.039Z,270,1112,3032,640,1641,3529,24680,23960,51545,13810,32294,75326,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:08.079Z,272,1107,3040,649,1645,3552,25258,24418,52347,14222,33154,77297,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:08.119Z,277,1106,3050,658,1647,3568,25629,24716,52855,14426,33858,78355,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:08.159Z,282,1112,3059,662,1652,3574,25697,24787,52943,14412,33971,78396,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:08.199Z,281,1113,3062,660,1654,3574,25631,24749,52823,14336,33605,78078,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:08.239Z,278,1101,3061,658,1647,3572,25679,24796,52864,14375,33403,78254,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:08.279Z,278,1085,3058,659,1639,3573,25930,25009,53199,14562,33714,79066,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:08.319Z,280,1083,3052,660,1638,3573,26233,25265,53594,14762,34197,79895,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:08.359Z,278,1094,3048,656,1644,3572,26401,25401,53786,14855,34443,80235,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:08.399Z,274,1106,3049,648,1648,3569,26370,25372,53715,14818,34411,79997,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:08.439Z,267,1106,3049,640,1640,3560,26089,25138,53319,14606,34144,78992,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:08.479Z,258,1097,3045,631,1624,3542,25452,24593,52450,14145,33452,76878,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:08.519Z,247,1090,3042,622,1608,3522,24606,23852,51317,13568,32233,74272,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:08.559Z,244,1086,3047,621,1602,3522,24094,23393,50660,13282,31191,73027,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:08.599Z,252,1084,3059,630,1605,3545,24276,23544,50947,13506,31315,74072,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:08.639Z,264,1085,3072,643,1619,3575,24901,24089,51810,13998,32517,76263,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:08.679Z,271,1088,3079,651,1632,3591,25483,24599,52580,14399,33834,78028,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:08.719Z,274,1084,3078,655,1635,3589,25753,24845,52931,14546,34420,78733,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:08.759Z,275,1075,3070,658,1627,3580,25807,24895,53020,14544,34249,78856,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:08.799Z,276,1068,3064,660,1622,3579,25927,24990,53216,14627,34132,79349,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:08.839Z,274,1071,3065,661,1627,3589,26161,25194,53562,14807,34402,80176,Day_3,RedLightPol_Switched,Session_1
