time,Unpolarized_A_Green,Unpolarized_A_Red,Unpolarized_A_IR,Unpolarized_B_Green,Unpolarized_B_Red,Unpolarized_B_IR,Co-Polarized_Green,Co-Polarized_Red,Co-Polarized_IR,Cross-Polarized_Green,Cross-Polarized_Red,Cross-Polarized_IR,Day,Condition,Session
2025-10-23T19:03:08.879Z,269,1079,3066,656,1634,3595,26310,25343,53770,14891,34576,80505,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:08.919Z,264,1085,3062,649,1637,3590,26336,25381,53796,14863,34504,80342,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:08.959Z,266,1088,3059,649,1636,3582,26320,25364,53757,14814,34414,80091,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:08.999Z,274,1093,3056,654,1635,3574,26186,25233,53543,14695,34265,79484,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:09.039Z,276,1094,3051,654,1629,3558,25734,24826,52882,14345,33643,77807,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:09.079Z,269,1088,3045,647,1612,3534,24929,24121,51741,13740,32226,74966,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:09.119Z,261,1085,3040,640,1598,3516,24187,23481,50699,13214,30692,72510,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:09.159Z,259,1091,3036,641,1606,3515,24073,23390,50522,13192,30367,72424,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:09.199Z,262,1096,3036,645,1622,3528,24603,23854,51228,13645,31444,74585,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:09.239Z,265,1086,3041,647,1625,3545,25275,24436,52137,14162,32922,77051,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:09.279Z,268,1070,3045,649,1614,3554,25681,24788,52696,14440,33957,78392,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:09.319Z,275,1060,3046,652,1603,3553,25759,24860,52833,14464,34206,78551,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:09.359Z,282,1063,3047,656,1606,3555,25723,24834,52845,14426,33906,78398,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:09.399Z,285,1080,3055,658,1624,3568,25847,24934,53060,14517,33774,78802,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:09.439Z,285,1095,3065,660,1642,3587,26127,25165,53434,14707,34039,79618,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:09.479Z,282,1093,3079,660,1643,3599,26341,25350,53693,14840,34330,80128,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:09.519Z,279,1081,3098,658,1631,3603,26392,25396,53745,14857,34419,80137,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:09.559Z,276,1072,3108,657,1621,3599,26304,25316,53618,14773,34336,79741,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:09.599Z,271,1073,3099,654,1618,3588,25989,25046,53184,14530,34070,78640,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:09.639Z,265,1082,3084,647,1619,3572,25341,24490,52300,14061,33454,76506,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:09.679Z,262,1088,3074,641,1617,3557,24595,23846,51291,13552,32462,74206,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:09.719Z,263,1082,3069,641,1610,3554,24285,23579,50876,13399,31706,73533,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:09.759Z,265,1072,3066,646,1607,3563,24598,23854,51315,13709,31951,74968,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:09.799Z,266,1070,3058,651,1616,3570,25184,24366,52144,14181,33039,77134,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:09.839Z,262,1076,3046,650,1630,3568,25634,24759,52791,14496,34136,78574,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:09.879Z,257,1084,3039,644,1640,3563,25793,24902,53023,14560,34525,78869,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:09.919Z,254,1093,3043,638,1644,3562,25778,24898,52996,14495,34198,78551,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:09.959Z,257,1100,3054,638,1646,3570,25850,24959,53066,14505,33905,78524,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:09.999Z,269,1100,3066,649,1645,3583,26073,25131,53349,14638,34026,79077,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:10.039Z,284,1095,3076,663,1638,3595,26276,25270,53639,14760,34221,79706,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:10.079Z,291,1092,3081,670,1634,3599,26370,25327,53799,14799,34284,80035,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:10.119Z,288,1096,3079,667,1636,3595,26358,25322,53816,14759,34252,79985,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:10.159Z,281,1098,3072,658,1638,3584,26151,25176,53551,14592,34076,79268,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:10.199Z,276,1094,3064,648,1629,3561,25578,24716,52753,14183,33431,77324,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:10.239Z,270,1088,3055,639,1614,3529,24662,23943,51475,13551,32017,74301,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:10.279Z,263,1090,3044,632,1611,3505,23903,23287,50424,13072,30550,71992,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:10.319Z,260,1099,3036,633,1625,3505,23861,23244,50370,13140,30388,72256,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:10.359Z,262,1105,3034,639,1642,3525,24478,23765,51224,13655,31693,74632,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:10.399Z,263,1102,3037,642,1648,3546,25202,24375,52213,14178,33307,77073,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:10.439Z,261,1094,3041,639,1644,3556,25617,24721,52774,14436,34131,78308,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:10.479Z,258,1089,3045,636,1638,3559,25701,24790,52899,14458,33988,78476,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:10.519Z,262,1088,3051,640,1637,3562,25708,24798,52934,14445,33639,78494,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:10.559Z,274,1091,3059,652,1642,3574,25854,24939,53176,14555,33758,79051,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:10.599Z,283,1095,3070,663,1650,3591,26091,25156,53524,14724,34149,79832,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:10.639Z,280,1103,3075,663,1660,3600,26264,25294,53737,14820,34370,80235,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:10.679Z,269,1111,3071,655,1665,3597,26327,25325,53788,14828,34372,80221,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:10.719Z,264,1112,3062,649,1660,3585,26248,25242,53670,14738,34228,79788,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:10.759Z,268,1102,3050,646,1643,3565,25899,24941,53186,14462,33884,78512,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:10.799Z,273,1086,3036,643,1618,3538,25233,24372,52251,13980,33286,76271,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:10.839Z,276,1073,3029,641,1598,3519,24576,23812,51326,13543,32526,74253,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:10.879Z,276,1069,3033,645,1596,3524,24410,23680,51077,13488,32023,74047,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:10.919Z,278,1075,3045,653,1610,3547,24786,24023,51562,13816,32244,75595,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:10.959Z,284,1083,3059,663,1629,3571,25329,24511,52279,14231,33007,77470,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:10.999Z,284,1091,3064,665,1641,3579,25690,24831,52763,14477,33723,78513,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:11.039Z,276,1097,3060,659,1645,3573,25755,24880,52861,14491,34062,78514,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:11.079Z,270,1101,3056,652,1644,3565,25640,24766,52738,14383,33966,78039,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:11.119Z,270,1102,3057,648,1644,3567,25597,24712,52722,14347,33683,77942,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:11.159Z,270,1103,3062,647,1650,3576,25780,24855,52996,14483,33688,78615,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:11.199Z,268,1106,3067,645,1659,3588,26078,25105,53407,14693,34029,79580,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:11.239Z,267,1110,3073,647,1667,3597,26286,25283,53698,14823,34331,80168,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:11.279Z,269,1111,3080,651,1666,3601,26312,25311,53745,14815,34392,80161,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:11.319Z,270,1107,3080,650,1654,3593,26078,25124,53426,14613,34151,79274,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:11.359Z,267,1101,3069,642,1636,3567,25457,24599,52564,14135,33392,77068,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:11.399Z,265,1101,3055,636,1621,3538,24580,23835,51362,13508,32030,74156,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:11.439Z,267,1108,3048,637,1621,3527,23995,23314,50591,13145,30816,72491,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:11.479Z,267,1118,3049,640,1635,3537,24125,23416,50805,13318,30862,73298,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:11.519Z,265,1124,3052,643,1651,3554,24763,23958,51691,13823,32145,75599,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:11.559Z,262,1120,3052,646,1656,3565,25390,24482,52533,14266,33605,77593,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:11.599Z,260,1111,3048,645,1652,3567,25713,24749,52931,14464,34311,78463,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:11.639Z,259,1107,3046,642,1651,3565,25806,24838,53012,14509,34191,78682,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:11.679Z,259,1108,3047,640,1655,3568,25924,24960,53168,14603,34033,79193,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:11.719Z,257,1107,3052,638,1658,3577,26158,25183,53511,14782,34282,80080,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:11.759Z,254,1105,3057,636,1657,3582,26341,25351,53756,14893,34535,80568,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:11.799Z,253,1104,3054,636,1653,3578,26385,25385,53788,14892,34538,80499,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:11.839Z,256,1104,3047,641,1651,3571,26358,25359,53745,14853,34440,80275,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:11.879Z,256,1102,3043,643,1646,3565,26219,25246,53565,14741,34233,79755,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:11.919Z,254,1098,3045,639,1636,3557,25779,24873,52963,14407,33739,78211,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:11.959Z,255,1094,3044,635,1622,3538,24998,24195,51882,13828,32921,75481,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:12Z,261,1096,3041,634,1617,3520,24284,23571,50879,13324,32022,73071,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:12.040Z,264,1107,3041,636,1630,3522,24165,23466,50693,13297,31599,72899,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:12.080Z,265,1118,3047,638,1649,3541,24635,23876,51341,13707,32017,74819,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:12.120Z,267,1119,3052,642,1660,3558,25231,24391,52180,14162,32830,76986,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:12.160Z,271,1111,3053,647,1655,3563,25577,24687,52681,14393,33333,78084,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:12.200Z,270,1099,3051,646,1643,3561,25623,24733,52765,14393,33331,78115,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:12.240Z,269,1093,3047,643,1634,3559,25572,24703,52719,14336,33180,77904,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:12.280Z,273,1097,3047,646,1637,3564,25675,24801,52876,14410,33357,78243,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:12.320Z,278,1106,3052,651,1650,3574,25964,25050,53268,14620,33874,79143,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:12.360Z,278,1108,3058,652,1657,3582,26257,25289,53651,14818,34339,79997,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:12.400Z,277,1097,3063,652,1649,3585,26413,25402,53845,14905,34526,80378,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:12.440Z,276,1084,3068,651,1635,3584,26397,25374,53810,14865,34487,80211,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:12.480Z,275,1080,3065,647,1623,3572,26109,25127,53413,14625,34212,79163,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:12.520Z,272,1082,3056,640,1611,3549,25434,24556,52495,14117,33508,76874,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:12.560Z,267,1084,3051,635,1599,3530,24612,23852,51380,13544,32370,74288,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:12.600Z,263,1087,3051,634,1599,3528,24220,23507,50836,13333,31488,73367,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:12.640Z,266,1096,3052,640,1616,3545,24503,23748,51193,13614,31697,74696,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:12.680Z,275,1107,3055,652,1637,3565,25115,24292,52005,14091,32832,76885,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:12.720Z,289,1108,3060,667,1646,3578,25605,24734,52683,14437,34016,78426,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:12.760Z,296,1102,3062,673,1642,3581,25797,24903,52976,14549,34500,78881,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:12.800Z,288,1098,3061,665,1639,3578,25821,24915,53031,14557,34296,78816,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:12.840Z,278,1101,3055,657,1646,3577,25945,25010,53187,14668,34201,79149,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:12.880Z,275,1105,3050,656,1656,3581,26195,25219,53484,14866,34500,79919,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:12.920Z,272,1107,3047,655,1661,3581,26350,25357,53670,14955,34682,80352,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:12.960Z,268,1105,3049,652,1658,3580,26377,25382,53713,14920,34598,80314,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:13Z,268,1099,3055,652,1651,3582,26368,25364,53698,14860,34457,80136,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:13.040Z,272,1095,3057,654,1645,3579,26222,25220,53482,14720,34177,79547,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:13.080Z,275,1098,3054,653,1639,3563,25709,24764,52777,14329,33498,77782,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:13.120Z,276,1098,3052,649,1626,3538,24832,24004,51579,13691,32438,74827,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:13.160Z,275,1089,3053,646,1607,3521,24069,23351,50540,13175,31415,72391,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:13.200Z,274,1078,3057,650,1596,3526,23982,23283,50440,13186,31074,72406,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:13.240Z,274,1076,3060,656,1602,3547,24545,23776,51237,13659,31713,74589,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:13.280Z,268,1086,3058,656,1621,3563,25243,24381,52202,14171,32748,76973,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:13.320Z,260,1098,3051,650,1638,3564,25660,24743,52769,14431,33366,78205,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:13.360Z,260,1101,3045,649,1644,3556,25750,24823,52894,14449,33409,78358,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:13.400Z,265,1096,3046,652,1639,3555,25756,24827,52911,14433,33348,78379,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:13.440Z,269,1088,3056,655,1632,3568,25909,24958,53131,14546,33621,78971,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:13.480Z,270,1083,3063,656,1628,3581,26161,25186,53486,14729,34095,79819,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:13.520Z,272,1087,3061,654,1635,3584,26333,25353,53724,14843,34407,80313,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:13.560Z,270,1103,3054,648,1651,3579,26390,25408,53786,14874,34493,80403,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:13.600Z,265,1118,3047,642,1664,3571,26337,25348,53679,14827,34432,80111,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:13.640Z,265,1122,3046,639,1659,3558,26016,25067,53221,14584,34143,78956,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:13.680Z,270,1112,3047,640,1637,3544,25316,24490,52294,14080,33499,76671,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:13.720Z,279,1097,3050,644,1615,3537,24561,23875,51320,13574,32602,74410,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:13.760Z,284,1089,3051,650,1612,3544,24294,23659,50991,13455,31976,73885,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:13.800Z,281,1094,3052,652,1628,3559,24633,23938,51458,13766,32176,75272,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:13.840Z,270,1103,3053,648,1649,3572,25226,24413,52244,14205,32954,77255,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:13.880Z,260,1109,3057,641,1664,3576,25667,24761,52814,14479,33533,78526,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:13.920Z,254,1109,3061,634,1665,3575,25786,24855,52955,14506,33555,78680,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:13.960Z,255,1100,3058,632,1653,3568,25698,24794,52821,14401,33271,78199,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:14Z,262,1089,3051,636,1640,3562,25659,24778,52759,14351,33150,77934,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:14.040Z,267,1087,3050,641,1638,3566,25809,24911,52972,14453,33431,78368,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:14.080Z,271,1094,3058,647,1644,3579,26052,25117,53341,14634,33908,79196,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:14.120Z,273,1101,3069,650,1649,3591,26238,25273,53640,14766,34257,79819,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:14.160Z,273,1100,3070,647,1648,3591,26283,25305,53725,14790,34393,79924,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:14.200Z,270,1097,3057,640,1643,3575,26095,25137,53458,14643,34292,79235,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:14.240Z,267,1093,3040,636,1635,3546,25521,24638,52642,14215,33652,77251,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:14.280Z,265,1085,3031,637,1617,3516,24625,23861,51386,13563,32203,74268,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:14.320Z,267,1075,3033,640,1600,3505,23945,23278,50444,13106,30701,72214,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:14.360Z,272,1072,3044,646,1599,3522,23999,23342,50520,13215,30492,72767,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:14.400Z,282,1077,3060,657,1614,3555,24645,23924,51411,13753,31623,75224,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:14.440Z,291,1085,3069,667,1634,3578,25328,24523,52357,14270,32891,77565,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:14.480Z,289,1093,3069,666,1644,3583,25684,24823,52864,14495,33466,78631,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:14.520Z,280,1095,3067,657,1643,3580,25747,24860,52983,14488,33464,78688,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:14.560Z,274,1094,3068,654,1638,3581,25786,24869,53082,14475,33453,78738,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:14.600Z,277,1095,3067,659,1641,3586,25964,25002,53360,14579,33735,79289,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:14.640Z,282,1097,3061,664,1647,3586,26167,25182,53640,14715,34105,79904,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:14.680Z,285,1095,3054,663,1647,3581,26272,25294,53767,14793,34332,80199,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:14.720Z,286,1093,3052,660,1644,3575,26289,25326,53773,14809,34402,80198,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:14.760Z,284,1096,3053,657,1642,3566,26183,25240,53602,14723,34275,79704,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:14.800Z,278,1102,3052,649,1639,3552,25797,24902,53030,14422,33836,78205,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:14.840Z,267,1103,3048,638,1627,3533,25084,24280,52015,13893,33090,75678,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:14.880Z,258,1103,3044,628,1617,3519,24407,23693,51070,13433,32276,73498,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:14.920Z,259,1107,3044,631,1620,3523,24273,23575,50893,13415,31878,73396,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:14.960Z,274,1110,3049,646,1632,3541,24712,23941,51505,13802,32232,75219,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:15Z,286,1112,3055,661,1640,3559,25304,24437,52318,14233,32964,77311,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:15.040Z,285,1109,3059,661,1642,3568,25677,24757,52848,14454,33413,78483,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:15.080Z,274,1103,3058,651,1637,3567,25738,24826,52967,14452,33391,78607,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:15.120Z,264,1101,3056,642,1636,3561,25659,24768,52866,14383,33216,78329,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:15.160Z,260,1103,3063,639,1639,3565,25701,24796,52906,14426,33320,78510,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:15.200Z,265,1101,3073,645,1642,3577,25946,25002,53217,14598,33764,79269,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:15.240Z,276,1100,3077,654,1647,3586,26222,25253,53563,14768,34214,79971,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:15.280Z,284,1104,3074,661,1656,3589,26355,25385,53727,14840,34407,80199,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:15.320Z,286,1107,3072,662,1660,3589,26307,25347,53671,14796,34292,79931,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:15.360Z,282,1103,3071,657,1651,3581,26029,25092,53300,14581,33714,78928,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:15.400Z,272,1094,3065,647,1631,3559,25403,24532,52442,14120,32386,76799,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:15.440Z,263,1090,3054,636,1614,3533,24573,23804,51318,13549,30466,74182,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:15.480Z,258,1097,3048,628,1617,3523,24080,23386,50666,13272,28998,72949,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:15.520Z,256,1109,3050,627,1636,3537,24271,23582,50944,13499,29191,74017,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:15.560Z,258,1113,3056,630,1650,3560,24881,24145,51791,13986,30928,76216,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:15.600Z,261,1110,3061,635,1653,3576,25430,24642,52544,14374,32704,77971,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:15.640Z,265,1107,3063,640,1652,3579,25687,24865,52890,14523,33416,78680,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:15.680Z,269,1103,3062,647,1647,3577,25772,24910,52999,14549,33208,78842,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:15.720Z,279,1097,3064,658,1642,3583,25940,25023,53207,14669,32841,79378,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:15.760Z,290,1092,3072,671,1640,3596,26201,25236,53533,14868,32963,80226,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:15.800Z,296,1086,3079,675,1637,3604,26347,25356,53717,14947,33553,80561,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:15.840Z,297,1086,3079,672,1637,3603,26354,25350,53736,14897,34088,80392,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:15.880Z,294,1097,3074,667,1647,3597,26327,25314,53697,14828,34286,80133,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:15.920Z,290,1111,3065,662,1657,3583,26196,25190,53489,14703,34153,79539,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:15.961Z,285,1115,3055,658,1651,3561,25748,24800,52854,14362,33636,77909,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:16.001Z,279,1107,3049,651,1630,3534,24938,24114,51751,13773,32749,75128,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:16.041Z,270,1097,3047,644,1610,3517,24184,23491,50744,13264,31810,72702,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:16.081Z,262,1095,3048,641,1610,3520,24050,23394,50589,13242,31418,72559,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:16.121Z,259,1099,3051,644,1625,3540,24550,23820,51302,13666,31908,74574,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:16.161Z,261,1101,3053,649,1638,3560,25199,24365,52220,14137,32775,76903,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:16.201Z,268,1096,3054,653,1639,3568,25598,24704,52793,14380,33286,78208,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:16.241Z,272,1088,3051,653,1632,3564,25687,24783,52922,14394,33284,78402,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:16.281Z,271,1084,3050,648,1625,3559,25673,24777,52885,14352,33154,78270,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:16.321Z,268,1086,3056,642,1627,3566,25796,24892,53049,14426,33326,78626,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:16.361Z,264,1093,3066,638,1635,3580,26067,25123,53424,14609,33794,79420,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:16.401Z,261,1102,3072,636,1643,3588,26298,25315,53720,14777,34230,80074,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:16.441Z,262,1110,3072,641,1650,3586,26381,25390,53804,14853,34445,80307,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:16.481Z,266,1114,3068,645,1655,3577,26320,25346,53698,14816,34455,80046,Day_3,RedLightPol_Switched,Session_1
2025-10-23T19:03:16.521Z,269,1111,3060,644,1652,3561,26026,25089,53276,14589,34206,78937,Day_3,RedLightPol_Switched,Session_1
