time,Unpolarized_A_Green,Unpolarized_A_Red,Unpolarized_A_IR,Unpolarized_B_Green,Unpolarized_B_Red,Unpolarized_B_IR,Co-Polarized_Green,Co-Polarized_Red,Co-Polarized_IR,Cross-Polarized_Green,Cross-Polarized_Red,Cross-Polarized_IR,Day,Experiment,Wavelength,SkinTone,Orientation,Pol
2025-10-24T17:49:36.970Z,49,899,1947,460,1460,2419,2941,2767,6402,2207,2912,5316,Day_4,Experiment_3,IR,Dark,180,Un. Pol
2025-10-24T17:49:37.010Z,43,908,1901,443,1436,2367,2902,2711,6251,2176,2845,5222,Day_4,Experiment_3,IR,Dark,180,Un. Pol
2025-10-24T17:49:37.050Z,42,906,1860,431,1410,2318,2869,2653,6103,2150,2778,5129,Day_4,Experiment_3,IR,Dark,180,Un. Pol
2025-10-24T17:49:37.090Z,48,901,1852,436,1403,2307,2862,2638,6061,2146,2762,5101,Day_4,Experiment_3,IR,Dark,180,Un. Pol
2025-10-24T17:49:37.130Z,61,898,1877,453,1418,2335,2881,2672,6128,2161,2799,5142,Day_4,Experiment_3,IR,Dark,180,Un. Pol
2025-10-24T17:49:37.170Z,67,898,1906,466,1442,2369,2908,2719,6220,2177,2848,5202,Day_4,Experiment_3,IR,Dark,180,Un. Pol
2025-10-24T17:49:37.210Z,60,902,1919,466,1464,2386,2928,2753,6285,2184,2880,5249,Day_4,Experiment_3,IR,Dark,180,Un. Pol
2025-10-24T17:49:37.250Z,54,909,1923,462,1476,2393,2933,2769,6327,2183,2895,5283,Day_4,Experiment_3,IR,Dark,180,Un. Pol
2025-10-24T17:49:37.291Z,56,917,1933,462,1480,2406,2927,2772,6370,2181,2904,5312,Day_4,Experiment_3,IR,Dark,180,Un. Pol
2025-10-24T17:49:37.331Z,61,923,1951,468,1482,2425,2926,2780,6419,2183,2919,5340,Day_4,Experiment_3,IR,Dark,180,Un. Pol
2025-10-24T17:49:37.371Z,65,921,1966,475,1484,2442,2938,2802,6463,2191,2944,5363,Day_4,Experiment_3,IR,Dark,180,Un. Pol
2025-10-24T17:49:37.411Z,66,915,1973,480,1486,2450,2945,2821,6488,2197,2966,5374,Day_4,Experiment_3,IR,Dark,180,Un. Pol
2025-10-24T17:49:37.451Z,61,909,1975,479,1486,2449,2943,2824,6499,2196,2977,5380,Day_4,Experiment_3,IR,Dark,180,Un. Pol
2025-10-24T17:49:37.491Z,57,904,1974,475,1483,2444,2940,2822,6500,2195,2977,5379,Day_4,Experiment_3,IR,Dark,180,Un. Pol
2025-10-24T17:49:37.531Z,57,897,1968,473,1468,2433,2933,2810,6458,2192,2958,5352,Day_4,Experiment_3,IR,Dark,180,Un. Pol
2025-10-24T17:49:37.571Z,56,886,1943,466,1439,2405,2912,2772,6341,2177,2906,5276,Day_4,Experiment_3,IR,Dark,180,Un. Pol
2025-10-24T17:49:37.611Z,47,875,1903,454,1406,2362,2888,2723,6193,2155,2840,5180,Day_4,Experiment_3,IR,Dark,180,Un. Pol
2025-10-24T17:49:37.651Z,41,876,1875,445,1391,2332,2878,2694,6116,2143,2802,5128,Day_4,Experiment_3,IR,Dark,180,Un. Pol
2025-10-24T17:49:37.691Z,41,893,1878,445,1406,2338,2882,2693,6145,2145,2808,5146,Day_4,Experiment_3,IR,Dark,180,Un. Pol
2025-10-24T17:49:37.731Z,46,914,1905,452,1437,2369,2894,2707,6230,2154,2839,5203,Day_4,Experiment_3,IR,Dark,180,Un. Pol
