Participant,940 Cross Mean,940 Cross Std,655 Cross Mean,655 Cross Std,940 Co Mean,940 Co Std,655 Co Mean,655 Co Std
Yareli,1.7914540233484955,0.7351945495346112,1.738734339736865,0.7508058097427317,5.525958841837785,0.8033500428999464,5.595833075210238,1.2067738053880228
