ts,time,c14,c16,c17,c20,c22,c23
2024-10-08 22:09:21,3.16,336780,379906,216946,306791,254107,176571
2024-10-08 22:09:21,3.2,336609,379737,216712,306727,253939,176356
2024-10-08 22:09:21,3.24,336381,379540,216503,306523,253714,176150
2024-10-08 22:09:21,3.28,336222,379406,216363,306257,253571,176024
2024-10-08 22:09:21,3.32,336163,379347,216298,306079,253539,175983
2024-10-08 22:09:21,3.36,336117,379293,216247,306039,253563,175975
2024-10-08 22:09:21,3.4,336016,379188,216069,306094,253614,175907
2024-10-08 22:09:21,3.44,335881,379053,215514,306178,253678,175560
2024-10-08 22:09:21,3.48,335776,378958,214704,306234,253735,174981
2024-10-08 22:09:21,3.52,335725,378922,214172,306261,253776,174589
2024-10-08 22:09:21,3.56,335698,378904,214088,306310,253824,174560
2024-10-08 22:09:21,3.6,335660,378852,214256,306402,253882,174772
2024-10-08 22:09:21,3.64,335581,378753,214485,306525,253956,175077
2024-10-08 22:09:21,3.68,335436,378613,214330,306653,254048,175097
2024-10-08 22:09:22,3.72,335224,378425,213589,306763,254144,174657
2024-10-08 22:09:22,3.76,334943,378161,212770,306845,254224,174180
2024-10-08 22:09:22,3.8,334589,377808,212247,306900,254258,173966
2024-10-08 22:09:22,3.84,334165,377371,211924,306913,254192,173890
2024-10-08 22:09:22,3.88,333671,376862,211578,306817,253970,173733
2024-10-08 22:09:22,3.92,333175,376370,211224,306526,253652,173498
2024-10-08 22:09:22,3.96,332785,375996,211162,306119,253396,173481
2024-10-08 22:09:22,4,332450,375654,211418,305809,253269,173790
2024-10-08 22:09:22,4.04,332046,375233,211548,305680,253232,174099
2024-10-08 22:09:22,4.08,331638,374829,211375,305689,253262,174203
2024-10-08 22:09:22,4.12,331420,374607,211210,305790,253336,174247
2024-10-08 22:09:22,4.16,331480,374638,211234,305918,253408,174301
2024-10-08 22:09:22,4.2,331732,374881,211408,306007,253461,174348
2024-10-08 22:09:22,4.24,331963,375140,211637,306044,253503,174425
2024-10-08 22:09:22,4.28,331995,375201,211604,306066,253538,174382
2024-10-08 22:09:22,4.32,331845,375061,211138,306114,253586,174087
2024-10-08 22:09:22,4.36,331642,374868,210472,306196,253664,173675
2024-10-08 22:09:22,4.4,331432,374681,209684,306278,253752,173182
2024-10-08 22:09:22,4.44,331113,374378,208727,306338,253819,172612
2024-10-08 22:09:22,4.48,330522,373772,207810,306380,253848,172213
2024-10-08 22:09:22,4.52,329655,372863,207079,306414,253852,172105
2024-10-08 22:09:22,4.56,328772,371944,206489,306440,253839,172108
2024-10-08 22:09:22,4.6,328146,371300,205980,306434,253777,172010
2024-10-08 22:09:22,4.64,327757,370891,205661,306338,253608,171884
2024-10-08 22:09:22,4.68,327421,370522,205791,306098,253360,172058
2024-10-08 22:09:23,4.72,327010,370062,206183,305761,253131,172484
2024-10-08 22:09:23,4.76,326431,369378,206153,305442,252943,172647
2024-10-08 22:09:23,4.8,325712,368499,205356,305195,252783,172219
2024-10-08 22:09:23,4.84,325102,367824,204321,305030,252715,171510
2024-10-08 22:09:23,4.88,324866,367720,203776,304975,252787,171032
2024-10-08 22:09:23,4.92,325127,368041,203742,305049,252919,170850
2024-10-08 22:09:23,4.96,325792,368415,203857,305210,252993,170757
2024-10-08 22:09:23,5,326493,368685,204067,305370,253011,170768
2024-10-08 22:09:23,5.04,326909,368841,204338,305498,253046,170914
2024-10-08 22:09:23,5.08,327000,368862,204341,305603,253116,170946
2024-10-08 22:09:23,5.12,326896,368771,203844,305681,253183,170626
2024-10-08 22:09:23,5.16,326743,368652,203045,305740,253235,170060
2024-10-08 22:09:23,5.2,326692,368627,202641,305803,253290,169774
2024-10-08 22:09:23,5.24,326826,368757,203041,305869,253352,170075
2024-10-08 22:09:23,5.28,327103,368994,203705,305914,253391,170507
2024-10-08 22:09:23,5.32,327417,369261,203982,305923,253366,170546
2024-10-08 22:09:23,5.36,327643,369470,203999,305854,253243,170345
2024-10-08 22:09:23,5.4,327763,369582,204119,305666,253056,170248
2024-10-08 22:09:23,5.44,327870,369639,204259,305427,252909,170216
2024-10-08 22:09:23,5.48,327972,369671,204277,305284,252871,170163
2024-10-08 22:09:23,5.52,328016,369686,204453,305300,252930,170337
2024-10-08 22:09:23,5.56,328041,369716,205117,305438,253054,170970
2024-10-08 22:09:23,5.6,328156,369822,206005,305623,253200,171750
2024-10-08 22:09:23,5.64,328452,370049,206637,305757,253300,172187
2024-10-08 22:09:23,5.68,328911,370384,207047,305806,253332,172308
2024-10-08 22:09:24,5.72,329433,370771,207415,305853,253366,172365
2024-10-08 22:09:24,5.76,329910,371139,207735,305971,253458,172445
2024-10-08 22:09:24,5.8,330231,371392,207983,306125,253573,172562
2024-10-08 22:09:24,5.84,330335,371474,208002,306250,253663,172587
2024-10-08 22:09:24,5.88,330304,371443,207782,306342,253744,172472
2024-10-08 22:09:24,5.92,330272,371410,207760,306426,253837,172521
2024-10-08 22:09:24,5.96,330288,371417,208082,306515,253921,172833
2024-10-08 22:09:24,6,330332,371456,208333,306605,253971,173062
2024-10-08 22:09:24,6.04,330370,371496,208079,306650,253935,172810
2024-10-08 22:09:24,6.08,330379,371502,207390,306581,253757,172101
2024-10-08 22:09:24,6.12,330420,371512,206914,306386,253521,171511
2024-10-08 22:09:24,6.16,330512,371558,206827,306136,253383,171287
2024-10-08 22:09:24,6.2,330578,371601,206776,305958,253376,171194
2024-10-08 22:09:24,6.24,330585,371613,206749,305927,253444,171207
2024-10-08 22:09:24,6.28,330597,371632,206972,306030,253557,171468
2024-10-08 22:09:24,6.32,330680,371701,207606,306201,253690,172054
2024-10-08 22:09:24,6.36,330792,371789,208451,306330,253774,172770
2024-10-08 22:09:24,6.4,330856,371845,209105,306371,253788,173307
2024-10-08 22:09:24,6.44,330844,371846,209471,306392,253796,173640
2024-10-08 22:09:24,6.48,330729,371757,209648,306437,253835,173890
2024-10-08 22:09:24,6.52,330498,371565,209701,306474,253866,174088
2024-10-08 22:09:24,6.56,330181,371312,209547,306485,253872,174140
2024-10-08 22:09:24,6.6,329850,371070,209198,306502,253887,174042
2024-10-08 22:09:24,6.64,329635,370930,208970,306563,253946,174003
2024-10-08 22:09:24,6.68,329601,370923,209346,306660,254031,174385
2024-10-08 22:09:25,6.72,329630,370955,210328,306747,254084,175228
2024-10-08 22:09:25,6.76,329596,370936,210842,306768,254035,175647
