time,Unpolarized_A_Green,Unpolarized_A_Red,Unpolarized_A_IR,Unpolarized_B_Green,Unpolarized_B_Red,Unpolarized_B_IR,Co-Polarized_Green,Co-Polarized_Red,Co-Polarized_IR,Cross-Polarized_Green,Cross-Polarized_Red,Cross-Polarized_IR,Day,Experiment,Wavelength,SkinTone,Orientation,Pol
2025-10-24T19:31:12.682Z,25,1012,2385,337,1310,2838,2729,2452,8013,1970,2251,6837,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:12.722Z,21,1008,2386,340,1307,2844,2744,2411,7992,1973,2242,6837,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:12.762Z,27,1006,2390,342,1304,2846,2745,2376,7992,1966,2231,6836,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:12.802Z,37,1006,2396,339,1296,2835,2732,2365,8005,1947,2204,6814,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:12.842Z,43,993,2395,331,1278,2808,2716,2380,8012,1924,2151,6755,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:12.882Z,46,964,2393,325,1255,2781,2706,2410,8005,1906,2103,6686,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:12.922Z,48,932,2395,327,1246,2772,2706,2436,7994,1903,2098,6660,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:12.962Z,47,916,2395,332,1258,2783,2727,2451,7991,1919,2129,6683,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:13.002Z,37,929,2394,332,1282,2800,2759,2459,7995,1944,2166,6725,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:13.042Z,26,965,2393,329,1300,2813,2774,2463,8003,1964,2191,6760,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:13.082Z,25,992,2389,328,1306,2817,2772,2464,8007,1972,2200,6779,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:13.122Z,38,998,2385,334,1306,2816,2771,2466,8009,1975,2203,6789,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:13.162Z,50,999,2381,340,1312,2817,2774,2471,8021,1981,2214,6806,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:13.202Z,45,1002,2378,340,1322,2824,2779,2474,8044,1990,2232,6830,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:13.242Z,34,1001,2379,337,1325,2832,2780,2474,8060,1996,2245,6851,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:13.282Z,32,997,2381,341,1320,2839,2775,2481,8061,1998,2253,6864,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:13.322Z,40,992,2386,346,1312,2844,2769,2490,8053,1996,2254,6869,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:13.362Z,44,985,2392,342,1301,2842,2765,2492,8039,1987,2235,6851,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:13.402Z,40,980,2390,331,1287,2824,2761,2483,8019,1965,2189,6793,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:13.443Z,40,984,2380,326,1275,2795,2757,2463,7997,1936,2127,6710,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:13.483Z,49,991,2372,329,1269,2773,2754,2437,7981,1920,2085,6653,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:13.523Z,62,987,2370,337,1266,2773,2757,2419,7972,1926,2086,6649,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:13.563Z,61,980,2376,338,1269,2789,2771,2411,7969,1949,2117,6687,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:13.603Z,48,982,2388,331,1277,2807,2792,2410,7979,1971,2149,6736,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:13.643Z,42,992,2395,329,1287,2817,2800,2409,7994,1977,2168,6770,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:13.683Z,52,1000,2397,337,1293,2823,2786,2413,7999,1969,2181,6784,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:13.723Z,71,1006,2401,350,1298,2832,2766,2438,7996,1963,2207,6793,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:13.763Z,82,1012,2399,358,1303,2839,2754,2478,7998,1966,2249,6807,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:13.803Z,83,1017,2389,360,1308,2839,2753,2502,8008,1975,2278,6823,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:13.843Z,84,1018,2383,361,1309,2840,2759,2493,8018,1986,2280,6835,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:13.883Z,88,1014,2386,366,1307,2845,2768,2461,8020,1994,2264,6841,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:13.923Z,83,1002,2389,366,1300,2846,2767,2424,8012,1991,2235,6830,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:13.963Z,63,979,2389,357,1284,2831,2749,2401,7995,1968,2188,6786,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:14.003Z,43,953,2383,343,1257,2799,2720,2400,7979,1928,2125,6711,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:14.043Z,37,939,2375,333,1234,2767,2701,2418,7971,1892,2078,6642,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:14.083Z,39,937,2369,330,1227,2759,2703,2440,7970,1883,2076,6626,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:14.123Z,44,941,2366,333,1237,2774,2715,2450,7971,1898,2108,6660,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:14.163Z,52,952,2365,338,1255,2795,2728,2455,7970,1924,2144,6708,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:14.203Z,56,965,2370,337,1270,2809,2746,2465,7971,1950,2173,6743,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:14.243Z,55,972,2385,335,1277,2817,2757,2478,7976,1965,2190,6760,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:14.283Z,53,972,2402,340,1276,2820,2754,2483,7983,1965,2200,6770,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:14.323Z,53,965,2416,349,1273,2828,2746,2480,7996,1962,2211,6788,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:14.363Z,56,955,2425,355,1272,2841,2742,2472,8006,1963,2225,6814,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:14.403Z,58,954,2425,355,1278,2852,2741,2465,8010,1969,2236,6838,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:14.443Z,51,961,2412,351,1286,2855,2735,2469,8019,1974,2240,6857,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:14.483Z,38,971,2394,346,1293,2847,2728,2478,8028,1974,2237,6862,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:14.523Z,26,976,2380,339,1292,2828,2721,2480,8021,1965,2218,6831,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:14.563Z,25,967,2365,331,1278,2798,2718,2473,7992,1944,2174,6757,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:14.603Z,38,956,2349,328,1257,2771,2717,2466,7965,1920,2126,6681,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:14.643Z,54,955,2345,333,1249,2764,2711,2466,7960,1906,2107,6657,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:14.683Z,59,960,2358,340,1256,2775,2708,2474,7979,1911,2125,6686,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:14.723Z,54,958,2378,343,1264,2793,2718,2478,8005,1929,2157,6732,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:14.763Z,47,951,2394,343,1264,2809,2730,2471,8019,1946,2183,6763,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:14.803Z,41,953,2393,342,1262,2816,2735,2456,8010,1955,2195,6774,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:14.843Z,39,970,2378,342,1269,2818,2742,2439,7991,1960,2197,6776,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:14.883Z,43,991,2368,344,1284,2822,2748,2435,7989,1964,2205,6791,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:14.923Z,47,999,2371,349,1298,2830,2735,2448,8006,1961,2221,6816,Day_4,Experiment_3,IR,Fair,180,Un. Pol
2025-10-24T19:31:14.963Z,49,994,2384,352,1305,2841,2711,2469,8017,1957,2239,6837,Day_4,Experiment_3,IR,Fair,180,Un. Pol
