Participant,Channel,Hardware Channel,Metric,Mean,Std,Day,Experiment,Wavelength,SkinTone,Orientation,Pol
IR_Fair_90_UnPol,Unpolarized_A_Green,C5,PI,-283.35895876791426,64.89349444145347,Day_4,Experiment_3,IR,Fair,90,Un. Pol
IR_Fair_90_UnPol,Unpolarized_A_Red,C2,PI,-150.10790442728361,199.0399396223213,Day_4,Experiment_3,IR,Fair,90,Un. Pol
IR_Fair_90_UnPol,Unpolarized_A_IR,C4,PI,-200.35533005717377,43.42101498914776,Day_4,Experiment_3,IR,Fair,90,Un. Pol
IR_Fair_90_UnPol,Unpolarized_B_Green,C11,PI,-212.0679535386928,32.83587796049657,Day_4,Experiment_3,IR,Fair,90,Un. Pol
IR_Fair_90_UnPol,Unpolarized_B_Red,C8,PI,-224.6877566388401,44.30117173111742,Day_4,Experiment_3,IR,Fair,90,Un. Pol
IR_Fair_90_UnPol,Unpolarized_B_IR,C10,PI,-227.43697346734552,50.03861360087758,Day_4,Experiment_3,IR,Fair,90,Un. Pol
IR_Fair_90_UnPol,Co-Polarized_Green,C13,PI,-203.10829283672527,99.59816918919938,Day_4,Experiment_3,IR,Fair,90,Un. Pol
IR_Fair_90_UnPol,Co-Polarized_Red,C12,PI,-190.32600112805048,108.48447004381684,Day_4,Experiment_3,IR,Fair,90,Un. Pol
IR_Fair_90_UnPol,Co-Polarized_IR,C15,PI,1144.1152168787241,5729.112735468004,Day_4,Experiment_3,IR,Fair,90,Un. Pol
IR_Fair_90_UnPol,Cross-Polarized_Green,C19,PI,-196.10984059689164,81.64554886119016,Day_4,Experiment_3,IR,Fair,90,Un. Pol
IR_Fair_90_UnPol,Cross-Polarized_Red,C18,PI,-302.634752824979,272.2092382676446,Day_4,Experiment_3,IR,Fair,90,Un. Pol
IR_Fair_90_UnPol,Cross-Polarized_IR,C21,PI,-188.15501825705786,41.66752421898346,Day_4,Experiment_3,IR,Fair,90,Un. Pol
