time,Unpolarized_A_Green,Unpolarized_A_Red,Unpolarized_A_IR,Unpolarized_B_Green,Unpolarized_B_Red,Unpolarized_B_IR,Co-Polarized_Green,Co-Polarized_Red,Co-Polarized_IR,Cross-Polarized_Green,Cross-Polarized_Red,Cross-Polarized_IR,Day,Condition
2025-10-23T20:15:09.774Z,140,769,1026,341,819,984,3051,2458,2735,1789,1419,3662,Day_3,Blackout Offset
2025-10-23T20:15:09.814Z,138,773,1027,339,824,985,3047,2454,2730,1785,1423,3655,Day_3,Blackout Offset
2025-10-23T20:15:09.854Z,135,776,1026,337,826,986,3041,2455,2724,1781,1431,3653,Day_3,Blackout Offset
2025-10-23T20:15:09.894Z,137,773,1022,337,822,986,3037,2462,2723,1780,1438,3656,Day_3,Blackout Offset
2025-10-23T20:15:09.934Z,140,768,1019,338,816,984,3034,2465,2731,1781,1439,3661,Day_3,Blackout Offset
2025-10-23T20:15:09.974Z,140,768,1016,337,816,980,3028,2461,2739,1780,1439,3665,Day_3,Blackout Offset
2025-10-23T20:15:10.014Z,142,776,1013,339,825,975,3022,2460,2737,1778,1444,3664,Day_3,Blackout Offset
2025-10-23T20:15:10.054Z,146,786,1012,345,836,972,3018,2468,2724,1775,1448,3655,Day_3,Blackout Offset
2025-10-23T20:15:10.094Z,147,788,1012,348,840,973,3019,2470,2712,1773,1446,3644,Day_3,Blackout Offset
2025-10-23T20:15:10.134Z,143,787,1012,345,840,975,3025,2461,2708,1774,1438,3638,Day_3,Blackout Offset
2025-10-23T20:15:10.174Z,138,787,1013,340,843,976,3028,2455,2712,1776,1430,3637,Day_3,Blackout Offset
2025-10-23T20:15:10.214Z,141,788,1012,340,844,974,3024,2456,2717,1775,1427,3638,Day_3,Blackout Offset
2025-10-23T20:15:10.254Z,150,786,1013,347,840,973,3021,2462,2722,1770,1428,3640,Day_3,Blackout Offset
2025-10-23T20:15:10.294Z,158,785,1018,357,835,977,3024,2473,2726,1765,1435,3644,Day_3,Blackout Offset
2025-10-23T20:15:10.334Z,163,786,1027,365,832,986,3032,2488,2730,1766,1448,3648,Day_3,Blackout Offset
2025-10-23T20:15:10.374Z,162,788,1032,365,833,993,3040,2499,2729,1774,1455,3649,Day_3,Blackout Offset
2025-10-23T20:15:10.414Z,157,788,1030,358,833,991,3047,2507,2722,1786,1450,3647,Day_3,Blackout Offset
2025-10-23T20:15:10.454Z,151,785,1021,350,831,983,3053,2513,2715,1795,1441,3644,Day_3,Blackout Offset
2025-10-23T20:15:10.494Z,146,782,1014,344,828,976,3052,2508,2712,1795,1432,3643,Day_3,Blackout Offset
2025-10-23T20:15:10.534Z,140,782,1010,338,829,977,3042,2477,2712,1785,1426,3640,Day_3,Blackout Offset
2025-10-23T20:15:10.574Z,137,783,1012,334,830,982,3027,2426,2718,1771,1422,3638,Day_3,Blackout Offset
2025-10-23T20:15:10.614Z,139,778,1019,336,826,988,3020,2374,2731,1763,1425,3641,Day_3,Blackout Offset
2025-10-23T20:15:10.654Z,144,771,1028,342,818,992,3024,2331,2743,1765,1431,3646,Day_3,Blackout Offset
2025-10-23T20:15:10.694Z,146,770,1030,348,817,991,3030,2294,2743,1771,1436,3642,Day_3,Blackout Offset
2025-10-23T20:15:10.734Z,142,776,1027,348,824,987,3030,2289,2733,1772,1437,3634,Day_3,Blackout Offset
2025-10-23T20:15:10.774Z,137,784,1023,342,833,984,3027,2344,2726,1773,1436,3628,Day_3,Blackout Offset
2025-10-23T20:15:10.814Z,132,788,1022,336,835,984,3026,2423,2726,1774,1435,3627,Day_3,Blackout Offset
2025-10-23T20:15:10.854Z,133,783,1024,335,831,989,3027,2488,2732,1773,1438,3630,Day_3,Blackout Offset
2025-10-23T20:15:10.894Z,136,776,1026,338,827,991,3028,2529,2738,1770,1445,3636,Day_3,Blackout Offset
2025-10-23T20:15:10.934Z,138,776,1023,338,829,987,3028,2535,2744,1766,1452,3646,Day_3,Blackout Offset
2025-10-23T20:15:10.974Z,142,779,1018,339,833,980,3027,2515,2750,1764,1455,3657,Day_3,Blackout Offset
2025-10-23T20:15:11.014Z,150,779,1018,345,832,976,3026,2494,2750,1764,1454,3663,Day_3,Blackout Offset
2025-10-23T20:15:11.054Z,156,776,1024,352,827,981,3028,2481,2746,1766,1451,3662,Day_3,Blackout Offset
2025-10-23T20:15:11.094Z,157,776,1033,354,825,989,3035,2480,2740,1772,1451,3659,Day_3,Blackout Offset
2025-10-23T20:15:11.134Z,153,781,1039,352,829,994,3047,2486,2733,1786,1449,3653,Day_3,Blackout Offset
2025-10-23T20:15:11.174Z,148,783,1039,346,832,993,3059,2486,2728,1802,1444,3647,Day_3,Blackout Offset
2025-10-23T20:15:11.214Z,142,779,1035,341,829,990,3065,2479,2726,1808,1437,3647,Day_3,Blackout Offset
2025-10-23T20:15:11.254Z,138,771,1031,340,822,988,3063,2471,2729,1803,1433,3649,Day_3,Blackout Offset
2025-10-23T20:15:11.294Z,136,766,1026,342,817,988,3058,2464,2732,1794,1430,3651,Day_3,Blackout Offset
2025-10-23T20:15:11.334Z,134,766,1022,341,818,987,3049,2463,2732,1788,1429,3651,Day_3,Blackout Offset
2025-10-23T20:15:11.374Z,137,769,1023,342,822,987,3036,2471,2729,1783,1432,3648,Day_3,Blackout Offset
2025-10-23T20:15:11.414Z,147,769,1027,346,822,989,3029,2478,2724,1782,1437,3642,Day_3,Blackout Offset
2025-10-23T20:15:11.454Z,156,768,1029,353,820,990,3032,2478,2717,1787,1438,3635,Day_3,Blackout Offset
2025-10-23T20:15:11.494Z,156,767,1027,355,820,989,3039,2472,2713,1793,1433,3634,Day_3,Blackout Offset
2025-10-23T20:15:11.534Z,149,768,1025,351,822,988,3044,2469,2717,1796,1429,3638,Day_3,Blackout Offset
2025-10-23T20:15:11.574Z,143,770,1021,348,824,986,3046,2474,2724,1795,1430,3642,Day_3,Blackout Offset
2025-10-23T20:15:11.614Z,145,772,1017,349,827,982,3050,2486,2729,1793,1436,3642,Day_3,Blackout Offset
2025-10-23T20:15:11.654Z,149,775,1015,352,832,979,3056,2495,2731,1793,1440,3640,Day_3,Blackout Offset
2025-10-23T20:15:11.694Z,152,780,1019,353,837,982,3062,2497,2725,1795,1442,3636,Day_3,Blackout Offset
2025-10-23T20:15:11.734Z,157,786,1024,356,841,983,3059,2491,2716,1793,1440,3632,Day_3,Blackout Offset
2025-10-23T20:15:11.774Z,162,789,1028,361,841,983,3053,2481,2714,1790,1435,3632,Day_3,Blackout Offset
2025-10-23T20:15:11.814Z,159,787,1032,360,838,985,3052,2472,2724,1792,1431,3637,Day_3,Blackout Offset
2025-10-23T20:15:11.854Z,153,787,1036,357,839,990,3052,2469,2738,1796,1430,3642,Day_3,Blackout Offset
2025-10-23T20:15:11.894Z,150,792,1036,356,844,993,3050,2472,2743,1795,1435,3644,Day_3,Blackout Offset
2025-10-23T20:15:11.934Z,147,797,1031,351,850,992,3042,2479,2736,1787,1441,3641,Day_3,Blackout Offset
2025-10-23T20:15:11.975Z,143,797,1023,344,851,989,3031,2485,2725,1776,1443,3634,Day_3,Blackout Offset
2025-10-23T20:15:12.015Z,139,794,1022,336,848,988,3024,2491,2719,1769,1444,3628,Day_3,Blackout Offset
2025-10-23T20:15:12.055Z,135,788,1027,332,842,990,3023,2498,2720,1770,1446,3626,Day_3,Blackout Offset
2025-10-23T20:15:12.095Z,133,784,1029,329,837,991,3021,2497,2722,1770,1445,3627,Day_3,Blackout Offset
2025-10-23T20:15:12.135Z,133,786,1027,330,838,989,3016,2489,2724,1768,1441,3628,Day_3,Blackout Offset
2025-10-23T20:15:12.175Z,137,792,1023,336,842,985,3016,2486,2730,1769,1440,3631,Day_3,Blackout Offset
2025-10-23T20:15:12.215Z,141,796,1021,343,845,980,3026,2490,2739,1777,1444,3639,Day_3,Blackout Offset
2025-10-23T20:15:12.255Z,144,794,1018,349,842,975,3035,2494,2748,1785,1445,3646,Day_3,Blackout Offset
2025-10-23T20:15:12.295Z,150,789,1014,355,838,973,3034,2494,2754,1784,1445,3649,Day_3,Blackout Offset
2025-10-23T20:15:12.335Z,160,785,1014,364,832,973,3033,2497,2757,1783,1447,3649,Day_3,Blackout Offset
2025-10-23T20:15:12.375Z,168,779,1016,373,825,976,3041,2500,2756,1786,1449,3649,Day_3,Blackout Offset
2025-10-23T20:15:12.415Z,170,771,1019,375,819,977,3048,2498,2750,1788,1446,3643,Day_3,Blackout Offset
2025-10-23T20:15:12.455Z,167,767,1020,372,816,977,3048,2495,2742,1786,1442,3635,Day_3,Blackout Offset
2025-10-23T20:15:12.495Z,161,767,1018,364,816,976,3043,2496,2735,1782,1442,3630,Day_3,Blackout Offset
2025-10-23T20:15:12.535Z,154,771,1020,356,819,978,3040,2498,2731,1779,1445,3628,Day_3,Blackout Offset
2025-10-23T20:15:12.575Z,149,775,1028,351,825,985,3039,2497,2728,1779,1445,3629,Day_3,Blackout Offset
2025-10-23T20:15:12.615Z,148,780,1035,350,833,992,3041,2495,2725,1783,1443,3629,Day_3,Blackout Offset
2025-10-23T20:15:12.655Z,150,786,1037,349,841,993,3045,2497,2724,1790,1443,3631,Day_3,Blackout Offset
2025-10-23T20:15:12.695Z,149,789,1032,346,845,990,3050,2497,2728,1795,1443,3633,Day_3,Blackout Offset
2025-10-23T20:15:12.735Z,145,792,1025,342,846,986,3049,2500,2738,1795,1447,3634,Day_3,Blackout Offset
2025-10-23T20:15:12.775Z,141,794,1018,338,845,980,3042,2511,2750,1789,1457,3637,Day_3,Blackout Offset
2025-10-23T20:15:12.815Z,141,792,1014,340,840,975,3036,2519,2757,1780,1465,3639,Day_3,Blackout Offset
2025-10-23T20:15:12.855Z,148,785,1017,349,834,978,3037,2516,2754,1776,1462,3636,Day_3,Blackout Offset
2025-10-23T20:15:12.895Z,158,779,1023,360,829,985,3041,2509,2747,1778,1455,3632,Day_3,Blackout Offset
2025-10-23T20:15:12.935Z,160,775,1029,363,826,993,3041,2506,2743,1779,1452,3629,Day_3,Blackout Offset
2025-10-23T20:15:12.975Z,154,775,1030,354,826,993,3041,2502,2742,1779,1451,3629,Day_3,Blackout Offset
2025-10-23T20:15:13.015Z,145,777,1025,341,829,985,3042,2497,2740,1780,1449,3629,Day_3,Blackout Offset
2025-10-23T20:15:13.055Z,142,781,1017,335,832,975,3042,2498,2736,1781,1448,3627,Day_3,Blackout Offset
2025-10-23T20:15:13.095Z,145,784,1012,336,834,970,3036,2500,2736,1777,1447,3627,Day_3,Blackout Offset
2025-10-23T20:15:13.135Z,150,785,1012,343,834,972,3026,2495,2742,1770,1441,3632,Day_3,Blackout Offset
2025-10-23T20:15:13.175Z,155,779,1016,350,828,977,3025,2482,2749,1768,1431,3638,Day_3,Blackout Offset
2025-10-23T20:15:13.215Z,155,771,1019,353,821,984,3036,2470,2750,1773,1423,3639,Day_3,Blackout Offset
2025-10-23T20:15:13.255Z,153,768,1021,351,818,988,3048,2463,2742,1780,1421,3632,Day_3,Blackout Offset
2025-10-23T20:15:13.295Z,151,768,1021,349,817,988,3054,2466,2733,1788,1423,3622,Day_3,Blackout Offset
2025-10-23T20:15:13.335Z,149,765,1022,347,813,987,3054,2476,2727,1794,1431,3614,Day_3,Blackout Offset
2025-10-23T20:15:13.375Z,143,763,1026,342,809,990,3050,2489,2725,1794,1442,3611,Day_3,Blackout Offset
2025-10-23T20:15:13.415Z,138,766,1032,339,810,994,3052,2498,2727,1793,1446,3609,Day_3,Blackout Offset
2025-10-23T20:15:13.455Z,140,772,1034,342,815,997,3058,2500,2730,1795,1445,3607,Day_3,Blackout Offset
2025-10-23T20:15:13.495Z,144,774,1031,346,817,994,3069,2501,2733,1802,1442,3603,Day_3,Blackout Offset
2025-10-23T20:15:13.535Z,146,771,1026,348,816,991,3080,2504,2736,1812,1442,3603,Day_3,Blackout Offset
2025-10-23T20:15:13.575Z,145,767,1027,346,813,991,3087,2510,2742,1816,1447,3607,Day_3,Blackout Offset
2025-10-23T20:15:13.615Z,143,766,1032,344,813,993,3082,2513,2751,1812,1451,3612,Day_3,Blackout Offset
2025-10-23T20:15:13.655Z,143,768,1034,343,818,993,3074,2510,2752,1808,1450,3608,Day_3,Blackout Offset
2025-10-23T20:15:13.695Z,141,772,1029,340,823,991,3069,2501,2743,1805,1444,3597,Day_3,Blackout Offset
2025-10-23T20:15:13.735Z,137,773,1023,334,826,987,3070,2491,2734,1803,1435,3589,Day_3,Blackout Offset
2025-10-23T20:15:13.775Z,136,773,1021,332,826,985,3077,2487,2728,1804,1431,3587,Day_3,Blackout Offset
2025-10-23T20:15:13.815Z,137,779,1022,335,832,984,3085,2491,2721,1807,1436,3583,Day_3,Blackout Offset
2025-10-23T20:15:13.855Z,139,788,1022,339,840,985,3079,2499,2713,1804,1447,3574,Day_3,Blackout Offset
2025-10-23T20:15:13.895Z,143,793,1022,345,844,986,3060,2508,2713,1796,1457,3568,Day_3,Blackout Offset
2025-10-23T20:15:13.935Z,151,790,1022,350,841,985,3044,2514,2722,1789,1459,3569,Day_3,Blackout Offset
2025-10-23T20:15:13.975Z,156,784,1024,352,836,985,3041,2520,2733,1789,1456,3575,Day_3,Blackout Offset
2025-10-23T20:15:14.015Z,156,784,1029,350,835,988,3051,2522,2742,1793,1455,3580,Day_3,Blackout Offset
2025-10-23T20:15:14.055Z,152,786,1032,344,834,989,3063,2519,2749,1796,1453,3584,Day_3,Blackout Offset
2025-10-23T20:15:14.095Z,146,781,1032,335,828,988,3070,2509,2755,1797,1448,3586,Day_3,Blackout Offset
2025-10-23T20:15:14.135Z,141,775,1030,331,820,986,3072,2503,2757,1799,1444,3585,Day_3,Blackout Offset
2025-10-23T20:15:14.175Z,141,774,1024,332,820,983,3071,2504,2753,1801,1444,3579,Day_3,Blackout Offset
2025-10-23T20:15:14.215Z,144,779,1017,335,826,977,3066,2503,2742,1797,1442,3571,Day_3,Blackout Offset
2025-10-23T20:15:14.255Z,152,784,1012,342,833,973,3057,2497,2729,1787,1433,3564,Day_3,Blackout Offset
2025-10-23T20:15:14.295Z,163,785,1010,353,836,972,3054,2491,2723,1784,1426,3556,Day_3,Blackout Offset
2025-10-23T20:15:14.335Z,168,784,1010,358,833,972,3065,2491,2725,1794,1424,3546,Day_3,Blackout Offset
2025-10-23T20:15:14.375Z,163,785,1013,355,833,975,3082,2495,2728,1807,1426,3535,Day_3,Blackout Offset
2025-10-23T20:15:14.415Z,155,792,1021,350,839,981,3091,2498,2728,1812,1427,3526,Day_3,Blackout Offset
2025-10-23T20:15:14.455Z,154,801,1028,350,844,988,3089,2496,2728,1808,1426,3524,Day_3,Blackout Offset
2025-10-23T20:15:14.495Z,156,799,1033,350,841,992,3081,2495,2734,1802,1426,3531,Day_3,Blackout Offset
2025-10-23T20:15:14.535Z,156,792,1034,348,832,992,3075,2500,2740,1799,1430,3542,Day_3,Blackout Offset
2025-10-23T20:15:14.575Z,157,787,1033,349,828,992,3075,2511,2742,1802,1440,3551,Day_3,Blackout Offset
2025-10-23T20:15:14.615Z,165,785,1031,358,826,991,3081,2517,2745,1807,1450,3560,Day_3,Blackout Offset
2025-10-23T20:15:14.655Z,175,782,1028,369,825,989,3087,2516,2748,1812,1454,3569,Day_3,Blackout Offset
2025-10-23T20:15:14.695Z,177,783,1025,372,830,986,3088,2513,2745,1813,1454,3570,Day_3,Blackout Offset
2025-10-23T20:15:14.735Z,173,785,1024,366,835,985,3086,2513,2737,1810,1450,3564,Day_3,Blackout Offset
2025-10-23T20:15:14.775Z,169,780,1024,358,831,984,3086,2511,2732,1812,1446,3559,Day_3,Blackout Offset
2025-10-23T20:15:14.815Z,164,776,1024,350,825,985,3092,2506,2732,1820,1443,3558,Day_3,Blackout Offset
2025-10-23T20:15:14.855Z,158,778,1028,345,826,990,3097,2501,2736,1826,1444,3562,Day_3,Blackout Offset
2025-10-23T20:15:14.895Z,152,784,1034,342,830,996,3091,2498,2740,1819,1446,3565,Day_3,Blackout Offset
2025-10-23T20:15:14.935Z,153,789,1036,346,832,997,3078,2498,2744,1806,1444,3564,Day_3,Blackout Offset
2025-10-23T20:15:14.975Z,162,790,1033,356,832,992,3072,2501,2748,1800,1441,3559,Day_3,Blackout Offset
2025-10-23T20:15:15.015Z,168,790,1027,361,830,984,3082,2505,2749,1809,1438,3551,Day_3,Blackout Offset
2025-10-23T20:15:15.055Z,166,792,1023,358,830,979,3100,2507,2748,1826,1437,3548,Day_3,Blackout Offset
2025-10-23T20:15:15.095Z,158,799,1022,349,838,980,3109,2507,2746,1835,1439,3547,Day_3,Blackout Offset
2025-10-23T20:15:15.135Z,152,806,1024,345,849,985,3099,2506,2747,1829,1439,3549,Day_3,Blackout Offset
2025-10-23T20:15:15.175Z,153,803,1028,346,848,992,3078,2507,2749,1811,1439,3549,Day_3,Blackout Offset
2025-10-23T20:15:15.215Z,155,789,1030,348,834,997,3065,2507,2752,1798,1438,3546,Day_3,Blackout Offset
2025-10-23T20:15:15.255Z,153,773,1028,348,817,995,3068,2507,2751,1798,1438,3540,Day_3,Blackout Offset
2025-10-23T20:15:15.295Z,152,763,1024,347,806,990,3078,2510,2749,1803,1443,3535,Day_3,Blackout Offset
2025-10-23T20:15:15.335Z,153,763,1023,348,804,985,3087,2515,2749,1807,1449,3533,Day_3,Blackout Offset
2025-10-23T20:15:15.375Z,154,768,1025,348,809,984,3088,2520,2751,1804,1454,3532,Day_3,Blackout Offset
2025-10-23T20:15:15.415Z,151,778,1026,347,821,986,3076,2521,2751,1795,1455,3528,Day_3,Blackout Offset
2025-10-23T20:15:15.455Z,146,788,1025,345,835,987,3057,2518,2743,1784,1453,3521,Day_3,Blackout Offset
2025-10-23T20:15:15.495Z,143,792,1024,345,839,986,3047,2513,2737,1780,1447,3514,Day_3,Blackout Offset
2025-10-23T20:15:15.535Z,143,785,1027,345,832,988,3052,2508,2740,1783,1441,3515,Day_3,Blackout Offset
2025-10-23T20:15:15.575Z,146,780,1034,346,825,995,3061,2504,2749,1786,1437,3520,Day_3,Blackout Offset
2025-10-23T20:15:15.615Z,150,783,1041,345,827,1002,3067,2501,2752,1790,1437,3523,Day_3,Blackout Offset
2025-10-23T20:15:15.655Z,150,787,1041,342,831,1002,3070,2502,2752,1797,1440,3523,Day_3,Blackout Offset
2025-10-23T20:15:15.695Z,148,785,1036,339,827,996,3077,2506,2752,1808,1445,3522,Day_3,Blackout Offset
2025-10-23T20:15:15.735Z,145,780,1032,340,822,993,3086,2512,2754,1816,1447,3519,Day_3,Blackout Offset
2025-10-23T20:15:15.775Z,147,781,1029,346,823,993,3090,2515,2751,1816,1445,3514,Day_3,Blackout Offset
2025-10-23T20:15:15.815Z,151,782,1029,353,826,992,3086,2510,2746,1810,1439,3507,Day_3,Blackout Offset
2025-10-23T20:15:15.855Z,153,779,1028,356,826,990,3079,2504,2744,1804,1434,3501,Day_3,Blackout Offset
2025-10-23T20:15:15.895Z,153,780,1026,356,829,983,3075,2503,2744,1800,1434,3497,Day_3,Blackout Offset
2025-10-23T20:15:15.936Z,156,790,1025,357,841,979,3076,2509,2740,1799,1438,3492,Day_3,Blackout Offset
2025-10-23T20:15:15.976Z,158,800,1026,357,852,981,3075,2515,2735,1798,1438,3487,Day_3,Blackout Offset
2025-10-23T20:15:16.016Z,156,802,1028,353,854,986,3070,2519,2734,1795,1436,3484,Day_3,Blackout Offset
2025-10-23T20:15:16.056Z,156,800,1026,350,852,988,3068,2523,2735,1792,1437,3482,Day_3,Blackout Offset
2025-10-23T20:15:16.096Z,165,799,1024,356,851,987,3069,2528,2734,1792,1443,3478,Day_3,Blackout Offset
2025-10-23T20:15:16.136Z,175,796,1022,366,848,986,3075,2532,2730,1795,1447,3469,Day_3,Blackout Offset
2025-10-23T20:15:16.176Z,178,793,1022,370,843,985,3086,2527,2727,1801,1445,3458,Day_3,Blackout Offset
2025-10-23T20:15:16.216Z,174,790,1022,367,840,985,3094,2516,2727,1807,1437,3450,Day_3,Blackout Offset
2025-10-23T20:15:16.256Z,172,787,1020,365,835,983,3096,2508,2732,1810,1429,3448,Day_3,Blackout Offset
2025-10-23T20:15:16.296Z,174,781,1017,367,829,979,3091,2501,2736,1809,1422,3446,Day_3,Blackout Offset
2025-10-23T20:15:16.336Z,175,773,1017,369,821,979,3086,2493,2738,1805,1415,3441,Day_3,Blackout Offset
2025-10-23T20:15:16.376Z,170,766,1023,365,813,986,3081,2491,2738,1802,1414,3436,Day_3,Blackout Offset
2025-10-23T20:15:16.416Z,161,766,1031,360,812,996,3072,2497,2738,1796,1420,3430,Day_3,Blackout Offset
2025-10-23T20:15:16.456Z,158,775,1037,358,820,1004,3063,2507,2737,1789,1426,3424,Day_3,Blackout Offset
2025-10-23T20:15:16.496Z,159,787,1038,359,832,1003,3059,2513,2739,1784,1430,3422,Day_3,Blackout Offset
2025-10-23T20:15:16.536Z,158,790,1035,359,837,997,3063,2516,2744,1784,1431,3424,Day_3,Blackout Offset
2025-10-23T20:15:16.576Z,155,784,1031,357,830,989,3070,2517,2748,1789,1433,3430,Day_3,Blackout Offset
2025-10-23T20:15:16.616Z,155,776,1027,357,821,984,3077,2520,2748,1796,1437,3433,Day_3,Blackout Offset
2025-10-23T20:15:16.656Z,154,773,1026,357,817,984,3079,2522,2744,1799,1441,3432,Day_3,Blackout Offset
2025-10-23T20:15:16.696Z,152,776,1029,355,819,988,3075,2521,2741,1796,1441,3427,Day_3,Blackout Offset
2025-10-23T20:15:16.736Z,153,784,1032,355,827,993,3066,2517,2739,1789,1438,3419,Day_3,Blackout Offset
2025-10-23T20:15:16.776Z,157,790,1037,357,833,998,3059,2512,2737,1783,1435,3412,Day_3,Blackout Offset
2025-10-23T20:15:16.816Z,159,787,1042,358,832,1001,3060,2511,2738,1780,1435,3409,Day_3,Blackout Offset
2025-10-23T20:15:16.856Z,160,779,1045,359,827,1002,3064,2515,2735,1781,1439,3406,Day_3,Blackout Offset
2025-10-23T20:15:16.896Z,161,774,1045,361,823,1001,3064,2519,2728,1784,1440,3403,Day_3,Blackout Offset
2025-10-23T20:15:16.936Z,163,776,1045,364,824,1002,3060,2520,2724,1788,1438,3405,Day_3,Blackout Offset
2025-10-23T20:15:16.976Z,167,783,1043,367,831,1000,3061,2516,2729,1792,1434,3411,Day_3,Blackout Offset
2025-10-23T20:15:17.016Z,169,788,1040,367,837,996,3069,2505,2737,1798,1427,3416,Day_3,Blackout Offset
2025-10-23T20:15:17.056Z,168,790,1039,365,840,995,3075,2493,2743,1800,1418,3416,Day_3,Blackout Offset
2025-10-23T20:15:17.096Z,164,792,1036,362,843,994,3072,2488,2741,1796,1415,3412,Day_3,Blackout Offset
2025-10-23T20:15:17.136Z,163,792,1031,359,843,989,3065,2494,2736,1790,1419,3408,Day_3,Blackout Offset
2025-10-23T20:15:17.176Z,162,788,1030,357,837,987,3064,2508,2741,1789,1428,3413,Day_3,Blackout Offset
2025-10-23T20:15:17.216Z,156,784,1033,353,832,991,3070,2517,2755,1795,1435,3428,Day_3,Blackout Offset
2025-10-23T20:15:17.256Z,152,781,1038,351,829,996,3083,2517,2763,1804,1434,3437,Day_3,Blackout Offset
2025-10-23T20:15:17.296Z,153,777,1042,352,826,1000,3089,2512,2756,1808,1430,3435,Day_3,Blackout Offset
2025-10-23T20:15:17.336Z,153,779,1042,350,828,1002,3083,2513,2746,1801,1427,3429,Day_3,Blackout Offset
2025-10-23T20:15:17.376Z,152,787,1039,347,837,1001,3075,2520,2738,1795,1430,3426,Day_3,Blackout Offset
2025-10-23T20:15:17.416Z,154,792,1037,349,843,998,3079,2528,2733,1797,1436,3423,Day_3,Blackout Offset
2025-10-23T20:15:17.456Z,159,792,1035,356,842,996,3087,2528,2733,1803,1439,3420,Day_3,Blackout Offset
2025-10-23T20:15:17.496Z,166,793,1036,364,842,995,3089,2521,2737,1806,1436,3419,Day_3,Blackout Offset
2025-10-23T20:15:17.536Z,166,796,1036,365,843,996,3089,2516,2744,1807,1432,3420,Day_3,Blackout Offset
2025-10-23T20:15:17.576Z,158,793,1037,359,840,998,3090,2514,2754,1808,1433,3422,Day_3,Blackout Offset
2025-10-23T20:15:17.616Z,152,785,1035,354,833,997,3089,2514,2762,1805,1436,3425,Day_3,Blackout Offset
2025-10-23T20:15:17.656Z,153,783,1033,354,831,991,3085,2518,2761,1796,1439,3425,Day_3,Blackout Offset
2025-10-23T20:15:17.696Z,155,789,1032,356,837,987,3081,2524,2751,1787,1439,3419,Day_3,Blackout Offset
2025-10-23T20:15:17.736Z,153,792,1031,354,842,986,3080,2524,2738,1784,1436,3412,Day_3,Blackout Offset
2025-10-23T20:15:17.776Z,148,790,1026,349,843,985,3079,2519,2726,1787,1432,3406,Day_3,Blackout Offset
2025-10-23T20:15:17.816Z,146,786,1019,345,840,981,3076,2516,2718,1789,1432,3403,Day_3,Blackout Offset
2025-10-23T20:15:17.856Z,149,780,1015,347,833,977,3073,2519,2718,1787,1435,3405,Day_3,Blackout Offset
2025-10-23T20:15:17.896Z,157,775,1018,354,824,978,3073,2527,2728,1784,1439,3412,Day_3,Blackout Offset
2025-10-23T20:15:17.936Z,162,771,1023,359,819,981,3076,2533,2741,1787,1441,3418,Day_3,Blackout Offset
2025-10-23T20:15:17.976Z,162,770,1022,359,819,981,3080,2532,2753,1795,1440,3422,Day_3,Blackout Offset
2025-10-23T20:15:18.016Z,160,771,1016,355,821,977,3082,2525,2759,1800,1436,3425,Day_3,Blackout Offset
2025-10-23T20:15:18.056Z,157,772,1012,352,824,974,3079,2519,2756,1800,1431,3423,Day_3,Blackout Offset
2025-10-23T20:15:18.096Z,154,777,1014,350,827,975,3076,2513,2748,1799,1427,3418,Day_3,Blackout Offset
2025-10-23T20:15:18.136Z,151,783,1020,348,832,981,3077,2506,2742,1802,1422,3414,Day_3,Blackout Offset
