time,Unpolarized_A_Green,Unpolarized_A_Red,Unpolarized_A_IR,Unpolarized_B_Green,Unpolarized_B_Red,Unpolarized_B_IR,Co-Polarized_Green,Co-Polarized_Red,Co-Polarized_IR,Cross-Polarized_Green,Cross-Polarized_Red,Cross-Polarized_IR,Day,Experiment,Wavelength,SkinTone,Orientation,Pol
2025-10-24T17:04:18.501Z,95,963,2386,402,1228,1828,3990,3970,17643,8543,13912,29495,Day_4,Experiment_3,IR,Dark,0,Og. Pol
2025-10-24T17:04:18.541Z,92,965,2308,403,1234,1831,4006,3995,17746,8691,14193,29949,Day_4,Experiment_3,IR,Dark,0,Og. Pol
2025-10-24T17:04:18.581Z,84,979,2352,400,1248,1839,4009,4011,17842,8826,14448,30365,Day_4,Experiment_3,IR,Dark,0,Og. Pol
2025-10-24T17:04:18.621Z,77,999,2426,397,1266,1844,4006,4003,17900,8902,14587,30584,Day_4,Experiment_3,IR,Dark,0,Og. Pol
2025-10-24T17:04:18.661Z,78,1007,2439,397,1274,1844,4005,3987,17910,8910,14603,30591,Day_4,Experiment_3,IR,Dark,0,Og. Pol
2025-10-24T17:04:18.701Z,82,998,2351,399,1264,1836,3999,3971,17825,8809,14410,30261,Day_4,Experiment_3,IR,Dark,0,Og. Pol
2025-10-24T17:04:18.741Z,81,978,2161,397,1240,1813,3972,3928,17572,8511,13816,29296,Day_4,Experiment_3,IR,Dark,0,Og. Pol
2025-10-24T17:04:18.781Z,74,958,2000,389,1212,1779,3932,3846,17178,8042,12873,27774,Day_4,Experiment_3,IR,Dark,0,Og. Pol
2025-10-24T17:04:18.821Z,64,945,1973,376,1193,1755,3901,3782,16859,7656,12103,26537,Day_4,Experiment_3,IR,Dark,0,Og. Pol
2025-10-24T17:04:18.861Z,58,945,1976,367,1192,1754,3894,3787,16808,7588,11980,26371,Day_4,Experiment_3,IR,Dark,0,Og. Pol
2025-10-24T17:04:18.901Z,61,956,1999,369,1205,1770,3904,3835,16975,7782,12386,27079,Day_4,Experiment_3,IR,Dark,0,Og. Pol
2025-10-24T17:04:18.941Z,70,965,2148,379,1218,1792,3922,3877,17200,8040,12918,27978,Day_4,Experiment_3,IR,Dark,0,Og. Pol
2025-10-24T17:04:18.981Z,75,968,2343,386,1226,1808,3941,3908,17379,8247,13330,28659,Day_4,Experiment_3,IR,Dark,0,Og. Pol
