Participant,940 Cross Mean,940 Cross Std,655 Cross Mean,655 Cross Std,940 Co Mean,940 Co Std,655 Co Mean,655 Co Std
RutendoT1,1.1142318483397025,2.108792351693982,4.243363601114492,15.590325226441887,0.7160055189439484,1.9470263643216197,0.41358221959877167,0.6561549798789768
