Channel,Hardware Channel,WindowStartIdx,WindowEndIdx,WindowStartSec,WindowEndSec,Mean,Std,Skewness,Day,Experiment,Wavelength,SkinTone,Orientation,Pol
Unpolarized_A_Green,C5,0,250,0.0,10.0,5.684341886080802e-17,11.593828556189104,0.2109974179648995,Day_4,Experiment_3,IR,Fair,0,Un. Pol
Unpolarized_A_Green,C5,25,275,1.0,11.0,5.684341886080802e-17,11.603176918330592,0.1911161275129783,Day_4,Experiment_3,IR,Fair,0,Un. Pol
Unpolarized_A_Green,C5,50,300,2.0,12.0,9.237055564881302e-17,11.795089062328811,0.216206412828431,Day_4,Experiment_3,IR,Fair,0,Un. Pol
Unpolarized_A_Green,C5,75,325,3.0,13.0,2.2737367544323206e-16,11.44157344592684,0.4111137153523665,Day_4,Experiment_3,IR,Fair,0,Un. Pol
Unpolarized_A_Green,C5,100,350,4.0,14.0,1.9895196601282808e-16,11.405453640757235,0.3778443475845472,Day_4,Experiment_3,IR,Fair,0,Un. Pol
Unpolarized_A_Green,C5,125,375,5.0,15.0,-9.094947017729285e-16,11.7981108934681,0.3937693820971714,Day_4,Experiment_3,IR,Fair,0,Un. Pol
Unpolarized_A_Green,C5,150,400,6.0,16.0,-1.1368683772161603e-16,11.352635866689017,0.1768341224094614,Day_4,Experiment_3,IR,Fair,0,Un. Pol
Unpolarized_A_Green,C5,175,425,7.0,17.0,1.70530256582424e-16,11.321927706959633,0.4380289097137726,Day_4,Experiment_3,IR,Fair,0,Un. Pol
Unpolarized_A_Green,C5,200,450,8.0,18.0,-2.842170943040401e-17,11.379698138792138,0.4106564585187426,Day_4,Experiment_3,IR,Fair,0,Un. Pol
Unpolarized_A_Green,C5,225,475,9.0,19.0,1.8474111129762604e-16,11.11481743849722,0.4497446844936872,Day_4,Experiment_3,IR,Fair,0,Un. Pol
Unpolarized_A_Green,C5,250,500,10.0,20.0,-3.1263880373444406e-16,10.78688916242528,0.5189312615380177,Day_4,Experiment_3,IR,Fair,0,Un. Pol
Unpolarized_A_Green,C5,275,525,11.0,21.0,1.9895196601282808e-16,11.023335889520894,0.5018857178902668,Day_4,Experiment_3,IR,Fair,0,Un. Pol
Unpolarized_A_Green,C5,300,550,12.0,22.0,1.4210854715202004e-17,10.853145721281352,0.5563041479528503,Day_4,Experiment_3,IR,Fair,0,Un. Pol
Unpolarized_A_Green,C5,325,575,13.0,23.0,1.70530256582424e-16,10.372106895035202,0.4478419646975078,Day_4,Experiment_3,IR,Fair,0,Un. Pol
Unpolarized_A_Green,C5,350,600,14.0,24.0,1.4210854715202004e-16,10.723146981381465,0.4121087635619894,Day_4,Experiment_3,IR,Fair,0,Un. Pol
Unpolarized_A_Green,C5,375,625,15.0,25.0,1.5631940186722203e-16,10.45469593176322,0.3385839163308872,Day_4,Experiment_3,IR,Fair,0,Un. Pol
Unpolarized_A_Green,C5,400,650,16.0,26.0,-8.5265128291212e-17,10.313930305401946,0.1969145620440846,Day_4,Experiment_3,IR,Fair,0,Un. Pol
