Participant,Channel,Hardware Channel,Metric,Mean,Std,Day,Experiment,Wavelength,SkinTone,Orientation,Pol
IR_Fair_0_UnPol,Unpolarized_A_Green,C5,PI,258.96348925160066,688.4683560020178,Day_4,Experiment_3,IR,Fair,0,Un. Pol
IR_Fair_0_UnPol,Unpolarized_A_Red,C2,PI,13.022290009189478,28.706592444163785,Day_4,Experiment_3,IR,Fair,0,Un. Pol
IR_Fair_0_UnPol,Unpolarized_A_IR,C4,PI,2.767660009206066,5.117454405747847,Day_4,Experiment_3,IR,Fair,0,Un. Pol
IR_Fair_0_UnPol,Unpolarized_B_Green,C11,PI,10.329686433285381,2.1842501116323554,Day_4,Experiment_3,IR,Fair,0,Un. Pol
IR_Fair_0_UnPol,Unpolarized_B_Red,C8,PI,2.963062748174323,0.7935318979334685,Day_4,Experiment_3,IR,Fair,0,Un. Pol
IR_Fair_0_UnPol,Unpolarized_B_IR,C10,PI,1.5235877978082635,0.35807635249007985,Day_4,Experiment_3,IR,Fair,0,Un. Pol
IR_Fair_0_UnPol,Co-Polarized_Green,C13,PI,3.723766751941173,10.617575310175832,Day_4,Experiment_3,IR,Fair,0,Un. Pol
IR_Fair_0_UnPol,Co-Polarized_Red,C12,PI,3.843350689211146,12.923511967881137,Day_4,Experiment_3,IR,Fair,0,Un. Pol
IR_Fair_0_UnPol,Co-Polarized_IR,C15,PI,1.6254602534677478,3.9174889791794336,Day_4,Experiment_3,IR,Fair,0,Un. Pol
IR_Fair_0_UnPol,Cross-Polarized_Green,C19,PI,2.9061390850491504,1.6628104625515059,Day_4,Experiment_3,IR,Fair,0,Un. Pol
IR_Fair_0_UnPol,Cross-Polarized_Red,C18,PI,4.2054308556519056,1.3525716349019528,Day_4,Experiment_3,IR,Fair,0,Un. Pol
IR_Fair_0_UnPol,Cross-Polarized_IR,C21,PI,2.1944983423113165,0.5656339013403533,Day_4,Experiment_3,IR,Fair,0,Un. Pol
