time,Unpolarized_A_Green,Unpolarized_A_Red,Unpolarized_A_IR,Unpolarized_B_Green,Unpolarized_B_Red,Unpolarized_B_IR,Co-Polarized_Green,Co-Polarized_Red,Co-Polarized_IR,Cross-Polarized_Green,Cross-Polarized_Red,Cross-Polarized_IR,Day,Experiment,Wavelength,SkinTone,Orientation,Pol
2025-10-24T19:06:48.363Z,24,957,2502,394,1332,2875,2797,2499,7350,1944,2239,6872,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:48.403Z,26,958,2455,395,1331,2873,2801,2480,7352,1942,2226,6858,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:48.443Z,29,961,2368,393,1330,2860,2805,2462,7357,1937,2199,6829,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:48.483Z,27,962,2315,382,1325,2841,2809,2448,7354,1922,2158,6775,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:48.523Z,24,956,2290,369,1316,2827,2824,2440,7346,1913,2118,6722,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:48.563Z,21,951,2276,363,1311,2823,2840,2444,7343,1918,2106,6709,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:48.603Z,17,952,2273,366,1317,2832,2837,2452,7344,1924,2120,6735,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:48.643Z,14,961,2278,373,1328,2846,2828,2457,7345,1933,2139,6769,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:48.683Z,15,968,2280,382,1336,2852,2834,2466,7350,1946,2154,6792,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:48.723Z,21,968,2276,390,1337,2848,2844,2483,7356,1956,2172,6804,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:48.763Z,31,966,2272,398,1334,2844,2845,2499,7356,1958,2192,6813,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:48.803Z,37,964,2272,404,1330,2845,2841,2497,7350,1958,2204,6821,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:48.843Z,35,959,2272,405,1325,2850,2837,2483,7338,1962,2211,6830,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:48.883Z,28,951,2272,400,1320,2856,2835,2479,7323,1970,2222,6838,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:48.923Z,21,946,2275,393,1319,2864,2829,2484,7309,1974,2231,6842,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:48.963Z,19,946,2283,389,1321,2871,2817,2479,7290,1968,2222,6832,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:49.003Z,19,944,2288,388,1315,2870,2805,2459,7230,1948,2190,6790,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:49.043Z,21,938,2277,389,1304,2855,2802,2436,7113,1923,2143,6717,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:49.083Z,25,934,2256,387,1296,2833,2804,2423,7011,1907,2107,6654,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:49.123Z,27,939,2241,385,1299,2824,2806,2424,6951,1906,2099,6638,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:49.163Z,25,945,2245,380,1305,2833,2805,2432,6844,1914,2115,6644,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:49.203Z,23,942,2261,375,1306,2847,2796,2442,6800,1918,2141,6668,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:49.243Z,24,932,2279,375,1304,2860,2782,2455,6998,1917,2163,6727,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:49.283Z,26,926,2291,381,1303,2870,2768,2463,7302,1911,2172,6795,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:49.323Z,30,929,2294,391,1306,2876,2764,2466,7507,1906,2178,6840,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:49.363Z,36,939,2293,400,1311,2879,2771,2476,7658,1909,2194,6882,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:49.403Z,40,948,2290,404,1318,2879,2784,2491,7884,1921,2217,6947,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:49.443Z,40,954,2284,402,1323,2873,2793,2499,8040,1935,2231,6997,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:49.483Z,40,952,2280,402,1325,2868,2797,2492,7963,1944,2232,6989,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:49.523Z,42,943,2286,405,1322,2870,2804,2477,7844,1947,2223,6961,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:49.563Z,44,934,2296,404,1314,2871,2806,2460,7792,1943,2201,6930,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:49.603Z,44,933,2297,396,1303,2860,2798,2443,7711,1929,2164,6866,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:49.643Z,43,940,2283,383,1299,2841,2795,2435,7628,1913,2122,6781,Day_4,Experiment_3,IR,Fair,0,Un. Pol
2025-10-24T19:06:49.683Z,42,947,2267,374,1304,2828,2807,2435,7471,1904,2097,6708,Day_4,Experiment_3,IR,Fair,0,Un. Pol
