time,Unpolarized_A_Green,Unpolarized_A_Red,Unpolarized_A_IR,Unpolarized_B_Green,Unpolarized_B_Red,Unpolarized_B_IR,Co-Polarized_Green,Co-Polarized_Red,Co-Polarized_IR,Cross-Polarized_Green,Cross-Polarized_Red,Cross-Polarized_IR,Day,Experiment,Wavelength,SkinTone,Orientation,Pol
2025-10-24T20:44:15.260Z,12,843,1624,260,1053,1723,19557,17605,33603,4021,4103,12695,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:15.300Z,0,859,1594,262,1061,1712,19798,17345,34165,3892,3787,12712,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:15.340Z,9,807,1624,265,1031,1751,20416,17747,34617,3922,3776,12772,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:15.380Z,0,792,1589,253,1014,1710,20760,18039,35106,3899,3795,12831,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:15.420Z,28,827,1600,263,1025,1716,21190,18071,35219,3956,3839,12834,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:15.460Z,0,786,1593,248,1009,1724,20882,18418,35113,3954,3816,12813,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:15.500Z,0,786,1536,244,1001,1685,20758,18025,35011,3959,3829,12812,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:15.540Z,0,882,1599,218,1057,1710,19084,16816,33128,3927,3758,12630,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:15.580Z,0,878,1548,271,1080,1690,17028,15475,30807,3860,3740,12348,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:15.620Z,40,824,1589,276,1028,1706,16129,15530,31382,3840,3680,12399,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:15.660Z,0,862,1552,248,1062,1686,18952,14255,32980,3914,3767,12621,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:15.500Z,0,858,1594,261,1061,1712,19797,17345,34165,3891,3786,12711,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:15.540Z,0,858,1594,262,1060,1712,19798,17345,34165,3892,3786,12712,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:15.580Z,0,858,1594,262,1060,1712,19800,17346,34166,3892,3786,12712,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:15.620Z,0,857,1594,262,1060,1712,19815,17356,34178,3892,3786,12713,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:15.660Z,0,852,1596,262,1056,1715,19884,17402,34234,3895,3786,12720,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:15.700Z,2,839,1600,261,1048,1720,20066,17523,34385,3901,3786,12740,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:15.740Z,5,823,1602,260,1036,1723,20364,17720,34640,3910,3791,12771,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:15.780Z,8,811,1599,258,1025,1721,20666,17926,34896,3923,3802,12800,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:15.820Z,9,806,1591,254,1019,1716,20805,18049,34999,3936,3813,12810,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:15.860Z,6,808,1581,249,1018,1710,20618,17961,34794,3944,3813,12788,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:15.900Z,3,821,1573,244,1026,1704,19973,17527,34131,3936,3797,12718,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:15.940Z,4,842,1570,246,1041,1700,18938,16791,33105,3913,3770,12608,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:15.980Z,10,853,1570,255,1050,1698,18005,16042,32271,3889,3744,12516,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:16.020Z,16,853,1571,262,1051,1697,17805,15628,32178,3880,3734,12508,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:16.060Z,20,850,1573,264,1047,1698,18393,15793,32744,3890,3744,12576,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:16.100Z,19,842,1579,263,1039,1699,19219,16441,33457,3905,3763,12657,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
2025-10-24T20:44:16.140Z,13,829,1584,258,1030,1701,19834,17078,33919,3918,3781,12707,Day_4,Experiment_3,IR,Dark,180,Og. Pol.
