ts,user_id,device_id,source,x,y,z,time_s
2026-03-13 16:59:46.364000+00:00,0,0,0,-3571,1268,-1661,27.511
2026-03-13 16:59:46.403000+00:00,0,0,0,-3580,1262,-1658,27.55
2026-03-13 16:59:46.441000+00:00,0,0,0,-3550,1280,-1695,27.588
2026-03-13 16:59:46.480000+00:00,0,0,0,-3556,1291,-1709,27.627
2026-03-13 16:59:46.519000+00:00,0,0,0,-3575,1279,-1674,27.666
2026-03-13 16:59:46.557000+00:00,0,0,0,-3555,1248,-1649,27.704
2026-03-13 16:59:46.603000+00:00,0,0,0,-3577,1235,-1660,27.75
2026-03-13 16:59:46.635000+00:00,0,0,0,-3575,1242,-1704,27.782
2026-03-13 16:59:46.673000+00:00,0,0,0,-3562,1233,-1710,27.82
2026-03-13 16:59:46.712000+00:00,0,0,0,-3574,1236,-1687,27.859
2026-03-13 16:59:46.751000+00:00,0,0,0,-3572,1261,-1665,27.898
2026-03-13 16:59:46.790000+00:00,0,0,0,-3580,1259,-1656,27.937
2026-03-13 16:59:46.828000+00:00,0,0,0,-3571,1260,-1665,27.975
2026-03-13 16:59:46.867000+00:00,0,0,0,-3567,1256,-1669,28.014
2026-03-13 16:59:46.906000+00:00,0,0,0,-3569,1254,-1701,28.053
2026-03-13 16:59:46.944000+00:00,0,0,0,-3578,1263,-1693,28.091
2026-03-13 16:59:46.983000+00:00,0,0,0,-3570,1253,-1676,28.13
2026-03-13 16:59:47.022000+00:00,0,0,0,-3569,1236,-1663,28.169
2026-03-13 16:59:47.060000+00:00,0,0,0,-3578,1228,-1659,28.207
2026-03-13 16:59:47.099000+00:00,0,0,0,-3577,1231,-1668,28.246
2026-03-13 16:59:47.138000+00:00,0,0,0,-3582,1231,-1678,28.285
2026-03-13 16:59:47.176000+00:00,0,0,0,-3576,1243,-1683,28.323
2026-03-13 16:59:47.215000+00:00,0,0,0,-3570,1246,-1682,28.362
2026-03-13 16:59:47.254000+00:00,0,0,0,-3573,1277,-1678,28.401
2026-03-13 16:59:47.293000+00:00,0,0,0,-3569,1277,-1683,28.44
2026-03-13 16:59:47.331000+00:00,0,0,0,-3569,1269,-1675,28.478
2026-03-13 16:59:47.370000+00:00,0,0,0,-3588,1242,-1654,28.517
2026-03-13 16:59:47.409000+00:00,0,0,0,-3569,1253,-1679,28.556
2026-03-13 16:59:47.447000+00:00,0,0,0,-3584,1240,-1675,28.594
2026-03-13 16:59:47.486000+00:00,0,0,0,-3574,1250,-1675,28.633
2026-03-13 16:59:47.525000+00:00,0,0,0,-3540,1274,-1691,28.672
2026-03-13 16:59:47.563000+00:00,0,0,0,-3580,1279,-1698,28.71
2026-03-13 16:59:47.602000+00:00,0,0,0,-3588,1271,-1677,28.749
2026-03-13 16:59:47.641000+00:00,0,0,0,-3567,1220,-1651,28.788
2026-03-13 16:59:47.679000+00:00,0,0,0,-3570,1180,-1672,28.826
2026-03-13 16:59:47.718000+00:00,0,0,0,-3560,1179,-1731,28.865
2026-03-13 16:59:47.757000+00:00,0,0,0,-3571,1206,-1758,28.904
2026-03-13 16:59:47.796000+00:00,0,0,0,-3569,1221,-1710,28.943
2026-03-13 16:59:47.834000+00:00,0,0,0,-3581,1246,-1653,28.981
2026-03-13 16:59:47.873000+00:00,0,0,0,-3571,1266,-1645,29.02
2026-03-13 16:59:47.912000+00:00,0,0,0,-3572,1274,-1671,29.059
2026-03-13 16:59:47.950000+00:00,0,0,0,-3568,1273,-1711,29.097
2026-03-13 16:59:47.989000+00:00,0,0,0,-3568,1249,-1717,29.136
2026-03-13 16:59:48.029000+00:00,0,0,0,-3566,1226,-1691,29.176
2026-03-13 16:59:48.066000+00:00,0,0,0,-3572,1211,-1683,29.213
2026-03-13 16:59:48.105000+00:00,0,0,0,-3572,1220,-1691,29.252
2026-03-13 16:59:48.144000+00:00,0,0,0,-3582,1232,-1688,29.291
2026-03-13 16:59:48.182000+00:00,0,0,0,-3568,1236,-1683,29.329
2026-03-13 16:59:48.221000+00:00,0,0,0,-3564,1252,-1684,29.368
2026-03-13 16:59:48.260000+00:00,0,0,0,-3572,1252,-1702,29.407
2026-03-13 16:59:48.299000+00:00,0,0,0,-3566,1244,-1705,29.446
2026-03-13 16:59:48.337000+00:00,0,0,0,-3570,1226,-1685,29.484
2026-03-13 16:59:48.376000+00:00,0,0,0,-3576,1230,-1688,29.523
2026-03-13 16:59:48.415000+00:00,0,0,0,-3574,1233,-1689,29.562
2026-03-13 16:59:48.453000+00:00,0,0,0,-3569,1231,-1687,29.6
2026-03-13 16:59:48.492000+00:00,0,0,0,-3572,1238,-1684,29.639
2026-03-13 16:59:48.531000+00:00,0,0,0,-3559,1239,-1700,29.678
2026-03-13 16:59:48.569000+00:00,0,0,0,-3575,1245,-1703,29.716
2026-03-13 16:59:48.608000+00:00,0,0,0,-3572,1238,-1694,29.755
2026-03-13 16:59:48.647000+00:00,0,0,0,-3584,1229,-1680,29.794
2026-03-13 16:59:48.685000+00:00,0,0,0,-3568,1220,-1677,29.832
2026-03-13 16:59:48.724000+00:00,0,0,0,-3564,1236,-1697,29.871
2026-03-13 16:59:48.763000+00:00,0,0,0,-3566,1253,-1707,29.91
2026-03-13 16:59:48.802000+00:00,0,0,0,-3572,1253,-1695,29.949
2026-03-13 16:59:48.840000+00:00,0,0,0,-3566,1246,-1678,29.987
2026-03-13 16:59:48.879000+00:00,0,0,0,-3583,1237,-1675,30.026
2026-03-13 16:59:48.918000+00:00,0,0,0,-3573,1225,-1688,30.065
2026-03-13 16:59:48.956000+00:00,0,0,0,-3568,1218,-1702,30.103
2026-03-13 16:59:48.995000+00:00,0,0,0,-3566,1223,-1708,30.142
2026-03-13 16:59:49.034000+00:00,0,0,0,-3569,1214,-1712,30.181
2026-03-13 16:59:49.073000+00:00,0,0,0,-3582,1211,-1700,30.22
2026-03-13 16:59:49.120000+00:00,0,0,0,-3581,1226,-1686,30.267
2026-03-13 16:59:49.150000+00:00,0,0,0,-3582,1231,-1670,30.297
2026-03-13 16:59:49.189000+00:00,0,0,0,-3572,1225,-1682,30.336
2026-03-13 16:59:49.227000+00:00,0,0,0,-3574,1225,-1702,30.374
