ts,user_id,device_id,source,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,time_s
2026-03-13 16:59:19.142000+00:00,0,0,0,16195,0,32113,28142,33084,238,12598,0,48077,24698,82712,2802,106600,20054,28932,171660,29233,2821,88270,4253,39238,169890,67102,2965,0.0
2026-03-13 16:59:19.182000+00:00,0,0,0,16075,0,32060,27972,33013,235,12594,0,48085,24743,82668,2794,106554,20095,29004,171624,29257,2825,88317,4256,39300,170034,67196,2981,0.04
2026-03-13 16:59:19.222000+00:00,0,0,0,15945,0,31968,27809,32901,246,12574,0,48100,24775,82634,2802,106443,20122,29018,171532,29225,2823,88350,4254,39346,170137,67257,2988,0.08
2026-03-13 16:59:19.262000+00:00,0,0,0,15870,0,31884,27726,32816,262,12555,0,48113,24781,82633,2818,106341,20133,28966,171432,29158,2820,88365,4251,39363,170165,67260,2989,0.12
2026-03-13 16:59:19.302000+00:00,0,0,0,15870,0,31839,27728,32787,274,12556,0,48117,24764,82658,2829,106299,20130,28900,171369,29097,2817,88373,4246,39357,170144,67227,2985,0.16
2026-03-13 16:59:19.342000+00:00,0,0,0,15912,0,31829,27776,32802,280,12564,0,48106,24736,82686,2836,106297,20110,28859,171350,29067,2812,88370,4239,39337,170104,67188,2979,0.2
2026-03-13 16:59:19.382000+00:00,0,0,0,15960,0,31839,27830,32839,281,12567,0,48083,24710,82701,2837,106315,20084,28846,171364,29064,2812,88362,4236,39314,170070,67155,2976,0.24
2026-03-13 16:59:19.422000+00:00,0,0,0,15999,0,31861,27872,32888,270,12571,0,48069,24697,82719,2827,106347,20071,28860,171404,29077,2816,88357,4239,39298,170063,67140,2974,0.28
2026-03-13 16:59:19.462000+00:00,0,0,0,16023,0,31889,27902,32939,257,12573,0,48070,24698,82750,2814,106368,20071,28895,171448,29104,2819,88353,4243,39294,170083,67148,2972,0.32
2026-03-13 16:59:19.502000+00:00,0,0,0,16026,0,31911,27929,32974,256,12562,0,48075,24703,82781,2812,106352,20072,28925,171472,29130,2824,88338,4239,39297,170101,67162,2971,0.36
2026-03-13 16:59:19.542000+00:00,0,0,0,16023,0,31920,27963,32986,261,12542,0,48074,24706,82795,2818,106317,20066,28929,171475,29137,2831,88313,4231,39295,170099,67161,2974,0.4
2026-03-13 16:59:19.582000+00:00,0,0,0,16028,0,31931,28006,32990,263,12523,0,48074,24703,82798,2822,106298,20048,28909,171477,29128,2837,88281,4221,39281,170076,67147,2976,0.44
2026-03-13 16:59:19.622000+00:00,0,0,0,16036,0,31959,28056,33003,265,12498,0,48085,24693,82804,2828,106301,20023,28880,171481,29123,2833,88245,4211,39258,170035,67128,2968,0.48
2026-03-13 16:59:19.662000+00:00,0,0,0,16048,0,32002,28111,33027,271,12476,0,48104,24688,82817,2838,106316,20009,28856,171476,29126,2823,88213,4209,39231,169983,67106,2955,0.52
2026-03-13 16:59:19.702000+00:00,0,0,0,16072,0,32033,28166,33052,269,12465,0,48109,24690,82829,2839,106332,20007,28853,171472,29131,2819,88190,4219,39212,169937,67081,2948,0.56
2026-03-13 16:59:19.742000+00:00,0,0,0,16103,0,32042,28211,33073,261,12465,0,48088,24690,82836,2832,106349,20007,28869,171495,29134,2818,88178,4232,39207,169912,67060,2948,0.6
2026-03-13 16:59:19.782000+00:00,0,0,0,16143,0,32047,28241,33092,256,12478,0,48063,24679,82843,2830,106383,20006,28887,171546,29141,2814,88178,4238,39204,169914,67054,2945,0.64
2026-03-13 16:59:19.822000+00:00,0,0,0,16191,0,32061,28260,33114,257,12503,0,48053,24663,82854,2833,106440,20006,28906,171605,29157,2808,88188,4235,39199,169934,67063,2941,0.68
2026-03-13 16:59:19.862000+00:00,0,0,0,16230,0,32079,28259,33139,260,12533,0,48048,24655,82857,2836,106496,20014,28942,171657,29187,2807,88202,4234,39202,169967,67081,2941,0.72
2026-03-13 16:59:19.902000+00:00,0,0,0,16222,0,32088,28210,33151,264,12559,0,48041,24668,82830,2835,106524,20030,29012,171687,29233,2813,88224,4238,39228,170027,67115,2948,0.76
2026-03-13 16:59:19.943000+00:00,0,0,0,16148,0,32063,28080,33114,267,12579,0,48034,24708,82771,2828,106523,20065,29102,171668,29269,2818,88270,4245,39282,170138,67176,2960,0.801
2026-03-13 16:59:19.983000+00:00,0,0,0,16036,0,31989,27890,33014,264,12600,0,48037,24756,82719,2818,106494,20115,29165,171582,29253,2817,88340,4255,39345,170276,67246,2975,0.841
2026-03-13 16:59:20.023000+00:00,0,0,0,15941,0,31894,27721,32893,256,12619,0,48063,24788,82702,2806,106439,20157,29162,171448,29191,2816,88404,4263,39384,170374,67301,2986,0.881
2026-03-13 16:59:20.063000+00:00,0,0,0,15894,0,31833,27635,32805,244,12626,0,48112,24795,82708,2797,106384,20178,29077,171308,29125,2813,88436,4265,39382,170391,67322,2987,0.921
2026-03-13 16:59:20.103000+00:00,0,0,0,15880,0,31813,27626,32761,239,12614,0,48167,24780,82713,2798,106340,20181,28937,171206,29078,2809,88427,4263,39350,170348,67306,2978,0.961
2026-03-13 16:59:20.143000+00:00,0,0,0,15873,0,31809,27659,32751,240,12579,0,48200,24752,82707,2802,106304,20165,28817,171166,29049,2803,88389,4256,39309,170293,67266,2967,1.001
2026-03-13 16:59:20.183000+00:00,0,0,0,15880,0,31813,27708,32771,241,12546,0,48197,24726,82701,2802,106277,20136,28762,171178,29045,2797,88349,4249,39274,170253,67230,2955,1.041
2026-03-13 16:59:20.223000+00:00,0,0,0,15913,0,31842,27761,32815,242,12543,0,48176,24715,82711,2802,106272,20112,28758,171215,29073,2792,88331,4242,39249,170236,67222,2948,1.081
2026-03-13 16:59:20.263000+00:00,0,0,0,15957,0,31887,27809,32870,245,12560,0,48158,24720,82744,2804,106285,20098,28784,171257,29116,2794,88329,4238,39240,170240,67235,2948,1.121
2026-03-13 16:59:20.303000+00:00,0,0,0,15985,0,31924,27848,32914,248,12567,0,48147,24727,82777,2808,106298,20088,28818,171288,29143,2804,88321,4240,39242,170245,67243,2954,1.161
2026-03-13 16:59:20.343000+00:00,0,0,0,15991,0,31945,27880,32932,252,12551,0,48138,24726,82788,2812,106293,20073,28826,171291,29140,2817,88292,4241,39239,170223,67230,2959,1.201
2026-03-13 16:59:20.383000+00:00,0,0,0,15995,0,31955,27915,32932,260,12530,0,48128,24718,82783,2821,106276,20053,28804,171273,29121,2824,88251,4230,39221,170174,67198,2957,1.241
2026-03-13 16:59:20.423000+00:00,0,0,0,16009,0,31953,27958,32935,273,12513,0,48104,24707,82778,2835,106265,20034,28786,171264,29100,2820,88214,4215,39200,170119,67159,2949,1.281
2026-03-13 16:59:20.463000+00:00,0,0,0,16032,0,31945,28010,32953,287,12500,0,48069,24701,82780,2851,106271,20020,28803,171282,29087,2811,88189,4206,39194,170078,67125,2940,1.321
2026-03-13 16:59:20.503000+00:00,0,0,0,16061,0,31945,28068,32977,290,12491,0,48038,24702,82785,2857,106284,20009,28843,171322,29083,2806,88169,4204,39199,170060,67102,2936,1.361
2026-03-13 16:59:20.543000+00:00,0,0,0,16092,0,31959,28119,33000,281,12487,0,48022,24701,82790,2852,106296,20002,28875,171369,29091,2804,88149,4206,39198,170055,67092,2934,1.401
2026-03-13 16:59:20.583000+00:00,0,0,0,16118,0,31986,28156,33018,277,12481,0,48018,24693,82794,2850,106309,20005,28885,171407,29106,2800,88131,4212,39183,170043,67091,2930,1.441
2026-03-13 16:59:20.623000+00:00,0,0,0,16142,0,32012,28183,33037,282,12479,0,48015,24682,82798,2855,106333,20016,28882,171440,29120,2802,88117,4223,39161,170026,67085,2935,1.481
2026-03-13 16:59:20.663000+00:00,0,0,0,16169,0,32025,28204,33060,286,12486,0,47999,24674,82800,2857,106360,20029,28888,171481,29131,2817,88103,4231,39144,170015,67070,2953,1.521
2026-03-13 16:59:20.703000+00:00,0,0,0,16174,0,32028,28209,33082,284,12494,0,47976,24684,82785,2850,106369,20040,28921,171514,29151,2834,88089,4229,39142,170020,67062,2972,1.561
2026-03-13 16:59:20.743000+00:00,0,0,0,16136,0,32031,28162,33085,280,12504,0,47967,24723,82746,2836,106365,20064,28996,171514,29200,2838,88096,4225,39167,170068,67098,2979,1.601
2026-03-13 16:59:20.783000+00:00,0,0,0,16063,0,32014,28036,33042,274,12535,0,47986,24785,82693,2820,106364,20108,29093,171460,29261,2833,88148,4229,39219,170164,67188,2981,1.641
2026-03-13 16:59:20.823000+00:00,0,0,0,15984,0,31955,27861,32947,270,12584,0,48023,24835,82651,2807,106357,20162,29145,171353,29274,2829,88227,4242,39264,170271,67279,2984,1.681
2026-03-13 16:59:20.863000+00:00,0,0,0,15925,0,31874,27718,32849,264,12619,0,48056,24849,82637,2798,106326,20208,29094,171240,29217,2830,88285,4256,39276,170336,67306,2989,1.721
2026-03-13 16:59:20.903000+00:00,0,0,0,15893,0,31808,27655,32792,253,12622,0,48064,24830,82644,2789,106272,20238,28965,171165,29130,2835,88304,4268,39264,170343,67266,2992,1.761
2026-03-13 16:59:20.943000+00:00,0,0,0,15898,0,31773,27658,32777,249,12614,0,48049,24791,82649,2788,106223,20237,28848,171125,29064,2837,88299,4278,39245,170300,67204,2988,1.801
2026-03-13 16:59:20.983000+00:00,0,0,0,15921,0,31767,27691,32789,256,12598,0,48023,24751,82642,2798,106191,20193,28792,171108,29041,2836,88274,4280,39221,170235,67152,2982,1.841
2026-03-13 16:59:21.023000+00:00,0,0,0,15921,0,31775,27736,32821,260,12558,0,47994,24723,82634,2801,106164,20120,28791,171125,29057,2837,88216,4273,39200,170188,67125,2977,1.881
2026-03-13 16:59:21.063000+00:00,0,0,0,15908,0,31794,27778,32868,251,12514,0,47974,24709,82641,2791,106146,20051,28818,171169,29097,2838,88155,4260,39182,170171,67127,2973,1.921
2026-03-13 16:59:21.103000+00:00,0,0,0,15923,0,31826,27813,32917,242,12503,0,47970,24703,82662,2781,106157,20013,28845,171204,29138,2835,88123,4251,39165,170160,67139,2965,1.961
2026-03-13 16:59:21.143000+00:00,0,0,0,15956,0,31861,27844,32949,242,12510,0,47971,24700,82677,2785,106183,20010,28856,171217,29157,2831,88106,4247,39146,170133,67134,2960,2.001
2026-03-13 16:59:21.183000+00:00,0,0,0,15977,0,31888,27879,32957,248,12505,0,47972,24701,82676,2794,106186,20027,28844,171218,29149,2835,88081,4242,39123,170093,67106,2962,2.041
2026-03-13 16:59:21.223000+00:00,0,0,0,15993,0,31910,27920,32952,254,12493,0,47972,24696,82662,2798,106172,20045,28815,171213,29133,2844,88050,4234,39093,170046,67067,2969,2.081
2026-03-13 16:59:21.263000+00:00,0,0,0,16029,0,31927,27959,32952,258,12496,0,47963,24678,82643,2799,106178,20054,28791,171208,29124,2849,88028,4231,39062,169998,67032,2972,2.121
2026-03-13 16:59:21.303000+00:00,0,0,0,16082,0,31937,27993,32967,265,12512,0,47943,24649,82625,2806,106214,20058,28787,171211,29125,2845,88019,4240,39040,169954,67004,2966,2.161
2026-03-13 16:59:21.343000+00:00,0,0,0,16127,0,31952,28031,32992,271,12520,0,47923,24627,82616,2816,106255,20058,28803,171230,29128,2835,88008,4249,39029,169921,66977,2953,2.201
2026-03-13 16:59:21.383000+00:00,0,0,0,16141,0,31970,28075,33024,274,12503,0,47906,24620,82624,2823,106265,20058,28828,171275,29128,2830,87977,4250,39025,169904,66943,2944,2.241
2026-03-13 16:59:21.423000+00:00,0,0,0,16137,0,31981,28117,33057,274,12471,0,47884,24616,82644,2825,106241,20058,28847,171348,29127,2830,87927,4243,39013,169904,66912,2941,2.281
2026-03-13 16:59:21.463000+00:00,0,0,0,16137,0,31990,28154,33089,276,12447,0,47866,24610,82665,2827,106213,20052,28850,171412,29130,2832,87880,4231,38989,169898,66899,2943,2.321
2026-03-13 16:59:21.503000+00:00,0,0,0,16150,0,32009,28192,33114,276,12435,0,47868,24608,82684,2826,106196,20034,28840,171443,29137,2839,87848,4214,38964,169871,66899,2946,2.361
2026-03-13 16:59:21.543000+00:00,0,0,0,16178,0,32038,28230,33133,270,12440,0,47879,24614,82692,2819,106196,20017,28824,171458,29147,2845,87836,4200,38945,169846,66898,2944,2.401
2026-03-13 16:59:21.583000+00:00,0,0,0,16212,0,32063,28241,33149,261,12464,0,47885,24624,82679,2805,106225,20012,28815,171491,29168,2841,87845,4202,38939,169855,66896,2934,2.441
2026-03-13 16:59:21.623000+00:00,0,0,0,16207,0,32070,28188,33156,247,12492,0,47882,24641,82648,2784,106273,20031,28838,171537,29211,2833,87869,4215,38963,169923,66923,2931,2.481
2026-03-13 16:59:21.663000+00:00,0,0,0,16132,0,32042,28051,33123,233,12514,0,47887,24677,82610,2760,106305,20074,28909,171544,29258,2835,87914,4232,39024,170046,67001,2947,2.521
2026-03-13 16:59:21.703000+00:00,0,0,0,16016,0,31973,27869,33033,225,12529,0,47911,24724,82579,2747,106298,20122,28981,171462,29260,2837,87970,4243,39091,170171,67096,2966,2.561
2026-03-13 16:59:21.743000+00:00,0,0,0,15915,0,31880,27723,32925,226,12536,0,47936,24757,82573,2749,106258,20150,28986,171324,29209,2831,88003,4247,39134,170235,67158,2972,2.601
2026-03-13 16:59:21.783000+00:00,0,0,0,15867,0,31798,27661,32849,233,12536,0,47945,24761,82586,2760,106207,20146,28927,171205,29142,2821,88001,4245,39151,170223,67168,2966,2.641
2026-03-13 16:59:21.823000+00:00,0,0,0,15869,0,31756,27666,32817,238,12531,0,47943,24737,82600,2769,106164,20122,28851,171138,29094,2817,87979,4242,39141,170162,67143,2960,2.681
2026-03-13 16:59:21.863000+00:00,0,0,0,15896,0,31763,27704,32822,245,12522,0,47951,24702,82612,2780,106134,20096,28789,171124,29081,2822,87954,4240,39107,170094,67110,2960,2.721
2026-03-13 16:59:21.903000+00:00,0,0,0,15928,0,31798,27755,32856,257,12514,0,47964,24681,82632,2797,106117,20076,28770,171153,29103,2827,87937,4238,39073,170060,67090,2963,2.761
2026-03-13 16:59:21.943000+00:00,0,0,0,15958,0,31837,27806,32908,270,12512,0,47971,24683,82664,2811,106114,20063,28804,171202,29142,2829,87936,4231,39063,170066,67091,2963,2.801
2026-03-13 16:59:21.983000+00:00,0,0,0,15980,0,31871,27846,32952,275,12512,0,47970,24695,82690,2815,106118,20051,28862,171237,29176,2824,87934,4217,39074,170082,67105,2957,2.841
2026-03-13 16:59:22.023000+00:00,0,0,0,15974,0,31897,27875,32971,276,12489,0,47968,24704,82698,2819,106108,20043,28895,171241,29185,2818,87904,4207,39081,170074,67110,2948,2.881
2026-03-13 16:59:22.063000+00:00,0,0,0,15946,0,31904,27904,32974,272,12444,0,47960,24706,82699,2820,106069,20037,28885,171228,29168,2818,87846,4207,39067,170040,67094,2945,2.921
2026-03-13 16:59:22.103000+00:00,0,0,0,15942,0,31900,27940,32973,265,12414,0,47945,24696,82704,2816,106021,20032,28846,171223,29146,2825,87799,4215,39036,170001,67068,2949,2.961
2026-03-13 16:59:22.143000+00:00,0,0,0,15990,0,31901,27979,32975,263,12426,0,47933,24678,82712,2814,105995,20034,28801,171241,29133,2832,87783,4226,38997,169971,67041,2954,3.001
2026-03-13 16:59:22.183000+00:00,0,0,0,16061,0,31909,28019,32990,268,12457,0,47917,24655,82722,2817,106017,20035,28775,171277,29124,2835,87783,4231,38965,169948,67015,2957,3.041
2026-03-13 16:59:22.223000+00:00,0,0,0,16114,0,31915,28054,33020,275,12472,0,47891,24632,82738,2823,106085,20022,28782,171321,29119,2833,87773,4223,38950,169928,66998,2954,3.081
2026-03-13 16:59:22.263000+00:00,0,0,0,16147,0,31927,28082,33057,280,12475,0,47875,24616,82761,2831,106160,19993,28806,171353,29126,2826,87755,4211,38944,169901,66992,2946,3.121
2026-03-13 16:59:22.303000+00:00,0,0,0,16170,0,31956,28113,33091,278,12476,0,47882,24616,82783,2832,106207,19963,28832,171370,29147,2823,87735,4205,38943,169871,66991,2942,3.161
2026-03-13 16:59:22.343000+00:00,0,0,0,16175,0,31995,28141,33115,268,12470,0,47901,24628,82788,2824,106230,19948,28857,171389,29180,2829,87709,4205,38944,169857,66995,2947,3.201
2026-03-13 16:59:22.383000+00:00,0,0,0,16158,0,32029,28139,33122,259,12468,0,47919,24655,82765,2814,106244,19961,28890,171412,29225,2836,87695,4204,38950,169878,67020,2956,3.241
2026-03-13 16:59:22.423000+00:00,0,0,0,16098,0,32048,28068,33096,253,12475,0,47932,24707,82723,2801,106238,20012,28951,171411,29266,2837,87710,4208,38979,169950,67083,2964,3.281
2026-03-13 16:59:22.463000+00:00,0,0,0,15978,0,32037,27923,33021,248,12472,0,47946,24770,82688,2788,106183,20088,29032,171352,29275,2834,87742,4219,39039,170058,67178,2971,3.321
2026-03-13 16:59:22.503000+00:00,0,0,0,15843,0,31972,27756,32913,246,12452,0,47964,24804,82670,2785,106095,20152,29081,171238,29242,2830,87771,4227,39097,170144,67265,2977,3.361
2026-03-13 16:59:22.543000+00:00,0,0,0,15766,0,31862,27645,32823,250,12440,0,47979,24797,82667,2795,106021,20175,29042,171114,29188,2821,87785,4230,39118,170156,67302,2971,3.401
2026-03-13 16:59:22.583000+00:00,0,0,0,15764,0,31766,27619,32784,252,12444,0,47979,24768,82679,2804,105987,20154,28926,171036,29131,2811,87779,4230,39105,170101,67274,2955,3.441
2026-03-13 16:59:22.623000+00:00,0,0,0,15806,0,31727,27650,32790,253,12452,0,47970,24732,82694,2806,105990,20113,28810,171006,29088,2806,87762,4228,39070,170015,67204,2943,3.481
2026-03-13 16:59:22.663000+00:00,0,0,0,15853,0,31743,27704,32819,257,12451,0,47968,24702,82697,2808,106008,20075,28748,171003,29086,2807,87740,4225,39025,169931,67147,2939,3.521
2026-03-13 16:59:22.703000+00:00,0,0,0,15882,0,31789,27765,32859,259,12439,0,47977,24693,82691,2807,106015,20052,28744,171021,29128,2808,87714,4222,38992,169881,67141,2941,3.561
2026-03-13 16:59:22.743000+00:00,0,0,0,15897,0,31836,27821,32903,252,12425,0,47980,24700,82694,2797,106011,20050,28778,171065,29182,2810,87691,4220,38984,169874,67167,2944,3.601
2026-03-13 16:59:22.783000+00:00,0,0,0,15904,0,31863,27863,32943,243,12412,0,47963,24707,82709,2784,106008,20058,28819,171120,29208,2818,87671,4218,38994,169885,67175,2947,3.641
2026-03-13 16:59:22.823000+00:00,0,0,0,15905,0,31862,27888,32967,236,12394,0,47929,24697,82723,2777,106004,20055,28838,171158,29195,2827,87643,4214,39000,169878,67146,2947,3.681
2026-03-13 16:59:22.863000+00:00,0,0,0,15920,0,31851,27909,32975,237,12383,0,47896,24671,82726,2779,106009,20037,28833,171165,29166,2833,87615,4209,38993,169838,67099,2945,3.721
2026-03-13 16:59:22.903000+00:00,0,0,0,15970,0,31847,27940,32982,247,12401,0,47873,24644,82721,2793,106046,20016,28822,171158,29143,2835,87605,4208,38978,169785,67059,2945,3.761
2026-03-13 16:59:22.943000+00:00,0,0,0,16032,0,31859,27985,32997,265,12425,0,47862,24628,82723,2814,106103,19996,28810,171172,29132,2831,87603,4206,38955,169751,67032,2944,3.801
2026-03-13 16:59:22.983000+00:00,0,0,0,16070,0,31886,28037,33024,280,12426,0,47863,24624,82738,2831,106139,19984,28791,171207,29129,2827,87590,4204,38922,169734,67009,2942,3.841
2026-03-13 16:59:23.023000+00:00,0,0,0,16081,0,31919,28088,33061,281,12407,0,47866,24626,82759,2834,106142,19986,28778,171242,29132,2828,87562,4205,38888,169715,66987,2940,3.881
2026-03-13 16:59:23.063000+00:00,0,0,0,16087,0,31946,28137,33100,267,12388,0,47862,24629,82773,2820,106132,19997,28792,171279,29148,2830,87524,4210,38872,169691,66973,2938,3.921
2026-03-13 16:59:23.103000+00:00,0,0,0,16100,0,31968,28181,33135,247,12380,0,47852,24632,82780,2799,106124,20007,28828,171324,29175,2831,87486,4210,38871,169673,66972,2937,3.961
2026-03-13 16:59:23.143000+00:00,0,0,0,16105,0,31988,28205,33159,232,12374,0,47845,24636,82780,2784,106113,20006,28868,171376,29209,2836,87447,4199,38873,169666,66981,2939,4.001
2026-03-13 16:59:23.183000+00:00,0,0,0,16077,0,31998,28182,33165,226,12364,0,47839,24647,82755,2774,106095,19999,28910,171414,29247,2837,87398,4186,38880,169685,67001,2942,4.041
2026-03-13 16:59:23.223000+00:00,0,0,0,16014,0,31976,28078,33127,224,12375,0,47832,24677,82696,2763,106090,20014,28964,171413,29289,2835,87368,4184,38914,169759,67049,2948,4.081
2026-03-13 16:59:23.263000+00:00,0,0,0,15935,0,31904,27896,33032,227,12420,0,47830,24718,82627,2755,106100,20063,29007,171353,29304,2836,87412,4201,38976,169879,67124,2965,4.121
2026-03-13 16:59:23.303000+00:00,0,0,0,15870,0,31796,27709,32909,236,12474,0,47830,24750,82582,2758,106099,20117,28997,171235,29265,2842,87525,4223,39032,169978,67187,2985,4.161
2026-03-13 16:59:23.343000+00:00,0,0,0,15846,0,31690,27593,32808,248,12514,0,47825,24753,82565,2771,106086,20142,28926,171099,29195,2843,87632,4233,39049,170009,67206,2992,4.201
2026-03-13 16:59:23.383000+00:00,0,0,0,15858,0,31623,27562,32753,251,12532,0,47818,24732,82562,2780,106071,20136,28832,170989,29133,2835,87674,4236,39027,169975,67185,2982,4.241
2026-03-13 16:59:23.423000+00:00,0,0,0,15879,0,31604,27589,32737,239,12525,0,47816,24705,82558,2774,106045,20113,28753,170923,29095,2825,87657,4234,38984,169902,67140,2966,4.281
2026-03-13 16:59:23.463000+00:00,0,0,0,15887,0,31621,27643,32749,227,12498,0,47813,24685,82550,2765,106005,20079,28714,170902,29080,2822,87606,4225,38939,169819,67087,2956,4.321
2026-03-13 16:59:23.503000+00:00,0,0,0,15883,0,31660,27702,32787,228,12461,0,47811,24678,82554,2766,105960,20044,28722,170913,29092,2826,87547,4212,38912,169763,67053,2956,4.361
2026-03-13 16:59:23.543000+00:00,0,0,0,15874,0,31716,27748,32846,240,12425,0,47822,24680,82585,2778,105926,20026,28757,170947,29130,2825,87500,4203,38909,169759,67062,2958,4.401
2026-03-13 16:59:23.583000+00:00,0,0,0,15870,0,31775,27777,32906,248,12402,0,47850,24678,82641,2790,105906,20023,28785,171003,29165,2823,87479,4198,38920,169805,67101,2961,4.441
2026-03-13 16:59:23.623000+00:00,0,0,0,15885,0,31818,27798,32945,247,12400,0,47883,24670,82706,2793,105906,20029,28783,171061,29173,2828,87480,4198,38930,169858,67133,2967,4.481
2026-03-13 16:59:23.663000+00:00,0,0,0,15918,0,31836,27820,32956,240,12415,0,47905,24656,82753,2790,105925,20042,28760,171090,29160,2834,87480,4205,38927,169862,67138,2969,4.521
2026-03-13 16:59:23.703000+00:00,0,0,0,15947,0,31838,27855,32947,237,12417,0,47899,24643,82753,2788,105937,20055,28749,171089,29139,2834,87456,4210,38916,169805,67105,2962,4.561
2026-03-13 16:59:23.743000+00:00,0,0,0,15963,0,31834,27907,32940,237,12399,0,47866,24638,82714,2787,105938,20048,28762,171079,29123,2832,87409,4207,38897,169717,67050,2953,4.601
2026-03-13 16:59:23.783000+00:00,0,0,0,15984,0,31838,27971,32961,240,12382,0,47826,24640,82678,2787,105949,20023,28782,171088,29123,2833,87367,4203,38871,169647,67003,2947,4.641
2026-03-13 16:59:23.823000+00:00,0,0,0,16013,0,31856,28034,33010,239,12375,0,47801,24643,82679,2784,105968,19999,28797,171128,29139,2839,87336,4202,38846,169615,66983,2945,4.681
2026-03-13 16:59:23.863000+00:00,0,0,0,16031,0,31885,28089,33070,236,12361,0,47796,24642,82721,2782,105973,19981,28812,171180,29162,2846,87308,4197,38832,169610,66987,2947,4.721
2026-03-13 16:59:23.904000+00:00,0,0,0,16026,0,31916,28129,33122,235,12328,0,47808,24634,82785,2784,105957,19968,28833,171225,29181,2845,87276,4186,38834,169609,67001,2949,4.762
2026-03-13 16:59:23.944000+00:00,0,0,0,16015,0,31944,28158,33153,237,12291,0,47827,24622,82838,2792,105941,19957,28857,171253,29194,2836,87243,4178,38843,169602,67017,2946,4.802
2026-03-13 16:59:23.984000+00:00,0,0,0,16031,0,31971,28182,33165,243,12282,0,47844,24612,82859,2801,105958,19955,28876,171270,29198,2831,87225,4185,38846,169592,67023,2944,4.842
2026-03-13 16:59:24.024000+00:00,0,0,0,16087,0,31997,28209,33171,251,12311,0,47853,24605,82858,2809,106020,19963,28883,171294,29200,2835,87229,4200,38838,169585,67013,2947,4.882
2026-03-13 16:59:24.064000+00:00,0,0,0,16160,0,32028,28241,33182,260,12354,0,47865,24597,82859,2819,106101,19973,28877,171322,29208,2832,87239,4207,38824,169571,67000,2946,4.922
2026-03-13 16:59:24.104000+00:00,0,0,0,16220,0,32065,28270,33196,270,12384,0,47884,24588,82870,2831,106168,19979,28866,171339,29224,2819,87236,4202,38807,169542,66997,2939,4.962
2026-03-13 16:59:24.144000+00:00,0,0,0,16253,0,32098,28292,33212,274,12400,0,47898,24587,82879,2836,106214,19980,28871,171347,29246,2806,87221,4194,38790,169514,67005,2931,5.002
2026-03-13 16:59:24.184000+00:00,0,0,0,16257,0,32110,28276,33218,266,12417,0,47893,24606,82859,2826,106237,19982,28902,171352,29280,2807,87217,4190,38786,169520,67026,2932,5.042
2026-03-13 16:59:24.224000+00:00,0,0,0,16217,0,32099,28171,33186,256,12431,0,47877,24648,82795,2807,106213,20002,28953,171343,29317,2816,87240,4194,38811,169594,67074,2945,5.082
2026-03-13 16:59:24.264000+00:00,0,0,0,16116,0,32050,27967,33092,255,12412,0,47858,24694,82710,2798,106113,20045,28991,171289,29324,2822,87273,4207,38866,169722,67140,2965,5.122
2026-03-13 16:59:24.304000+00:00,0,0,0,15960,0,31939,27746,32962,262,12363,0,47832,24718,82634,2799,105953,20090,28978,171181,29280,2824,87285,4221,38915,169834,67185,2982,5.162
2026-03-13 16:59:24.344000+00:00,0,0,0,15811,0,31792,27604,32855,267,12331,0,47810,24710,82593,2804,105805,20112,28904,171058,29212,2828,87283,4226,38926,169873,67190,2988,5.202
2026-03-13 16:59:24.384000+00:00,0,0,0,15741,0,31679,27560,32799,271,12338,0,47805,24686,82594,2810,105741,20100,28806,170968,29150,2831,87281,4220,38906,169848,67169,2986,5.242
2026-03-13 16:59:24.424000+00:00,0,0,0,15735,0,31630,27582,32780,269,12344,0,47807,24661,82611,2810,105744,20062,28725,170922,29109,2835,87262,4206,38876,169798,67140,2983,5.282
2026-03-13 16:59:24.464000+00:00,0,0,0,15743,0,31627,27624,32786,258,12327,0,47802,24637,82620,2798,105755,20015,28684,170915,29100,2840,87222,4192,38848,169747,67115,2980,5.322
2026-03-13 16:59:24.504000+00:00,0,0,0,15770,0,31654,27667,32818,247,12322,0,47793,24619,82622,2786,105771,19985,28687,170941,29123,2842,87194,4192,38827,169710,67101,2973,5.362
2026-03-13 16:59:24.544000+00:00,0,0,0,15821,0,31702,27716,32869,247,12342,0,47786,24621,82627,2784,105798,19988,28722,170978,29160,2843,87189,4203,38816,169686,67096,2966,5.402
2026-03-13 16:59:24.584000+00:00,0,0,0,15849,0,31745,27770,32919,260,12347,0,47776,24640,82632,2796,105797,20010,28764,170996,29186,2843,87175,4212,38807,169666,67080,2961,5.442
2026-03-13 16:59:24.624000+00:00,0,0,0,15836,0,31768,27815,32951,273,12315,0,47758,24649,82632,2809,105761,20017,28784,170990,29187,2835,87138,4209,38792,169639,67044,2955,5.482
2026-03-13 16:59:24.664000+00:00,0,0,0,15822,0,31773,27845,32964,272,12278,0,47740,24634,82628,2811,105730,19994,28773,170969,29167,2822,87096,4197,38773,169599,67002,2946,5.522
2026-03-13 16:59:24.704000+00:00,0,0,0,15851,0,31781,27868,32965,261,12276,0,47742,24605,82633,2807,105737,19951,28742,170946,29146,2811,87070,4188,38756,169545,66977,2937,5.562
