ts,user_id,device_id,source,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,time_s
2026-03-13 16:59:44.148000+00:00,0,0,0,15675,0,31222,27482,32549,245,11846,0,45509,23873,78428,2390,105443,19883,28158,170225,28698,2798,86206,4155,36850,168341,63843,2717,25.006
2026-03-13 16:59:44.188000+00:00,0,0,0,15753,0,31246,27536,32583,244,11885,0,45508,23861,78461,2396,105477,19869,28159,170237,28713,2791,86214,4158,36845,168300,63846,2710,25.046
2026-03-13 16:59:44.228000+00:00,0,0,0,15833,0,31296,27613,32636,241,11920,0,45518,23856,78506,2398,105554,19864,28176,170284,28740,2803,86222,4164,36841,168267,63851,2717,25.086
2026-03-13 16:59:44.268000+00:00,0,0,0,15880,0,31357,27683,32691,234,11924,0,45543,23850,78555,2394,105624,19864,28193,170358,28764,2824,86213,4170,36829,168253,63858,2729,25.126
2026-03-13 16:59:44.308000+00:00,0,0,0,15904,0,31412,27731,32725,233,11914,0,45575,23838,78590,2395,105672,19860,28194,170422,28780,2836,86198,4168,36811,168243,63865,2737,25.166
2026-03-13 16:59:44.348000+00:00,0,0,0,15928,0,31451,27760,32737,243,11909,0,45601,23824,78609,2409,105708,19842,28182,170455,28793,2837,86187,4161,36800,168221,63875,2741,25.206
2026-03-13 16:59:44.388000+00:00,0,0,0,15938,0,31471,27778,32739,256,11898,0,45611,23810,78621,2426,105723,19813,28171,170471,28806,2834,86175,4151,36798,168199,63889,2743,25.246
2026-03-13 16:59:44.428000+00:00,0,0,0,15928,0,31483,27797,32747,256,11867,0,45611,23799,78643,2430,105708,19783,28174,170496,28816,2830,86153,4140,36800,168195,63908,2741,25.286
2026-03-13 16:59:44.468000+00:00,0,0,0,15920,0,31508,27830,32766,247,11841,0,45620,23806,78676,2423,105693,19765,28192,170539,28830,2828,86137,4133,36801,168208,63928,2738,25.326
2026-03-13 16:59:44.508000+00:00,0,0,0,15936,0,31550,27862,32791,244,11847,0,45636,23828,78686,2421,105721,19768,28228,170594,28862,2819,86146,4139,36801,168238,63945,2727,25.366
2026-03-13 16:59:44.548000+00:00,0,0,0,15947,0,31573,27835,32798,249,11882,0,45624,23854,78610,2419,105782,19798,28284,170638,28910,2805,86188,4153,36807,168298,63949,2713,25.406
2026-03-13 16:59:44.588000+00:00,0,0,0,15904,0,31538,27701,32746,248,11922,0,45560,23880,78420,2402,105834,19850,28350,170637,28944,2798,86260,4165,36822,168405,63933,2711,25.446
2026-03-13 16:59:44.628000+00:00,0,0,0,15807,0,31436,27483,32621,240,11952,0,45472,23900,78175,2374,105839,19898,28384,170568,28923,2803,86350,4168,36846,168543,63895,2729,25.486
2026-03-13 16:59:44.668000+00:00,0,0,0,15710,0,31302,27279,32472,238,11974,0,45402,23909,77991,2357,105795,19919,28354,170443,28848,2812,86428,4166,36868,168650,63847,2750,25.526
2026-03-13 16:59:44.708000+00:00,0,0,0,15654,0,31187,27179,32372,239,11981,0,45369,23912,77933,2353,105731,19922,28278,170316,28758,2821,86465,4169,36878,168684,63802,2759,25.566
2026-03-13 16:59:44.748000+00:00,0,0,0,15620,0,31123,27185,32345,237,11953,0,45364,23910,77972,2352,105649,19909,28200,170237,28692,2837,86453,4173,36873,168657,63772,2763,25.606
2026-03-13 16:59:44.788000+00:00,0,0,0,15597,0,31107,27247,32366,233,11902,0,45368,23902,78036,2354,105569,19882,28147,170210,28661,2853,86415,4172,36856,168606,63758,2771,25.646
2026-03-13 16:59:44.828000+00:00,0,0,0,15609,0,31113,27315,32398,232,11879,0,45367,23892,78083,2358,105540,19854,28123,170213,28648,2859,86390,4170,36835,168560,63749,2776,25.686
2026-03-13 16:59:44.868000+00:00,0,0,0,15647,0,31120,27359,32421,233,11891,0,45359,23883,78108,2362,105560,19839,28120,170228,28641,2856,86390,4171,36821,168539,63738,2773,25.726
2026-03-13 16:59:44.908000+00:00,0,0,0,15671,0,31129,27380,32438,236,11901,0,45355,23881,78128,2366,105586,19833,28140,170250,28645,2847,86396,4173,36827,168540,63737,2762,25.766
2026-03-13 16:59:44.948000+00:00,0,0,0,15690,0,31149,27399,32449,244,11907,0,45365,23888,78147,2373,105608,19829,28175,170269,28662,2838,86404,4176,36849,168545,63753,2752,25.806
2026-03-13 16:59:44.988000+00:00,0,0,0,15735,0,31171,27425,32450,250,11934,0,45385,23892,78165,2380,105638,19824,28197,170279,28677,2837,86421,4180,36870,168536,63776,2755,25.846
2026-03-13 16:59:45.028000+00:00,0,0,0,15802,0,31185,27452,32456,245,11977,0,45403,23880,78198,2378,105677,19814,28193,170293,28686,2844,86438,4180,36875,168521,63794,2766,25.886
2026-03-13 16:59:45.068000+00:00,0,0,0,15866,0,31205,27487,32490,233,12008,0,45421,23854,78261,2372,105720,19790,28175,170327,28698,2850,86439,4172,36861,168510,63806,2773,25.926
2026-03-13 16:59:45.108000+00:00,0,0,0,15905,0,31245,27537,32545,223,12009,0,45445,23833,78341,2370,105745,19757,28167,170381,28712,2849,86419,4161,36844,168503,63814,2768,25.966
2026-03-13 16:59:45.148000+00:00,0,0,0,15909,0,31292,27592,32594,220,11979,0,45470,23823,78406,2373,105739,19728,28169,170443,28723,2843,86386,4153,36834,168500,63826,2757,26.006
2026-03-13 16:59:45.188000+00:00,0,0,0,15893,0,31324,27641,32618,223,11937,0,45483,23820,78436,2380,105722,19712,28172,170492,28731,2838,86355,4150,36829,168496,63840,2747,26.046
2026-03-13 16:59:45.228000+00:00,0,0,0,15883,0,31340,27683,32622,229,11905,0,45483,23824,78445,2389,105715,19708,28179,170515,28734,2837,86335,4152,36830,168484,63847,2743,26.086
2026-03-13 16:59:45.268000+00:00,0,0,0,15896,0,31352,27720,32625,230,11894,0,45478,23830,78457,2395,105732,19708,28189,170517,28729,2836,86327,4157,36833,168463,63841,2742,26.126
2026-03-13 16:59:45.308000+00:00,0,0,0,15928,0,31363,27754,32643,226,11902,0,45475,23833,78489,2395,105764,19702,28198,170517,28723,2837,86326,4157,36838,168445,63834,2743,26.166
2026-03-13 16:59:45.348000+00:00,0,0,0,15963,0,31378,27795,32678,222,11911,0,45477,23839,78537,2396,105797,19690,28210,170535,28726,2841,86321,4151,36842,168436,63841,2746,26.206
2026-03-13 16:59:45.388000+00:00,0,0,0,15991,0,31414,27846,32725,222,11911,0,45494,23846,78590,2399,105821,19675,28230,170578,28753,2842,86305,4146,36844,168439,63871,2749,26.246
2026-03-13 16:59:45.428000+00:00,0,0,0,16003,0,31469,27893,32777,222,11899,0,45518,23853,78626,2401,105835,19664,28265,170645,28801,2841,86289,4143,36847,168460,63905,2749,26.286
2026-03-13 16:59:45.468000+00:00,0,0,0,15993,0,31524,27904,32807,224,11890,0,45524,23874,78600,2398,105854,19670,28321,170721,28854,2839,86297,4141,36857,168516,63916,2751,26.326
2026-03-13 16:59:45.508000+00:00,0,0,0,15946,0,31564,27828,32778,230,11903,0,45499,23913,78465,2391,105889,19701,28390,170767,28894,2834,86349,4144,36870,168621,63901,2756,26.366
2026-03-13 16:59:45.548000+00:00,0,0,0,15850,0,31559,27647,32676,238,11929,0,45448,23956,78252,2381,105924,19749,28441,170739,28897,2826,86437,4157,36891,168764,63876,2761,26.406
2026-03-13 16:59:45.588000+00:00,0,0,0,15736,0,31466,27424,32532,245,11950,0,45391,23973,78059,2375,105936,19793,28432,170640,28844,2823,86519,4172,36915,168893,63850,2771,26.446
2026-03-13 16:59:45.628000+00:00,0,0,0,15651,0,31312,27257,32409,244,11955,0,45362,23954,77968,2371,105899,19821,28353,170515,28761,2828,86561,4177,36922,168953,63828,2781,26.486
2026-03-13 16:59:45.668000+00:00,0,0,0,15626,0,31193,27199,32348,234,11952,0,45377,23927,77978,2363,105823,19839,28251,170406,28698,2832,86570,4178,36909,168938,63816,2781,26.526
2026-03-13 16:59:45.708000+00:00,0,0,0,15646,0,31151,27233,32342,224,11947,0,45401,23913,78035,2356,105758,19848,28181,170341,28669,2828,86565,4180,36889,168887,63809,2770,26.566
2026-03-13 16:59:45.748000+00:00,0,0,0,15673,0,31144,27308,32366,221,11928,0,45400,23912,78091,2356,105716,19843,28158,170328,28655,2820,86542,4179,36877,168843,63800,2753,26.606
2026-03-13 16:59:45.788000+00:00,0,0,0,15686,0,31144,27372,32399,223,11899,0,45380,23912,78133,2361,105690,19822,28160,170346,28645,2813,86505,4172,36874,168821,63786,2740,26.646
2026-03-13 16:59:45.828000+00:00,0,0,0,15697,0,31154,27402,32435,224,11884,0,45373,23904,78170,2366,105691,19802,28169,170375,28647,2810,86490,4168,36871,168821,63779,2735,26.686
2026-03-13 16:59:45.869000+00:00,0,0,0,15715,0,31180,27411,32470,223,11895,0,45393,23894,78209,2368,105717,19799,28183,170401,28666,2813,86510,4173,36869,168833,63791,2737,26.727
2026-03-13 16:59:45.909000+00:00,0,0,0,15738,0,31206,27427,32489,223,11913,0,45420,23893,78243,2372,105743,19806,28195,170411,28686,2821,86532,4181,36872,168834,63812,2745,26.767
2026-03-13 16:59:45.949000+00:00,0,0,0,15763,0,31216,27464,32492,230,11921,0,45434,23902,78272,2384,105746,19807,28199,170407,28689,2833,86529,4183,36878,168814,63826,2754,26.807
2026-03-13 16:59:45.989000+00:00,0,0,0,15796,0,31224,27520,32494,239,11927,0,45440,23913,78305,2397,105735,19793,28193,170402,28684,2846,86511,4181,36880,168785,63836,2762,26.847
2026-03-13 16:59:46.029000+00:00,0,0,0,15839,0,31242,27583,32508,241,11938,0,45447,23920,78345,2401,105737,19768,28189,170408,28682,2853,86497,4184,36878,168760,63843,2766,26.887
2026-03-13 16:59:46.069000+00:00,0,0,0,15870,0,31267,27643,32526,239,11940,0,45455,23921,78385,2401,105747,19739,28196,170429,28686,2849,86482,4188,36876,168745,63847,2762,26.927
2026-03-13 16:59:46.109000+00:00,0,0,0,15881,0,31289,27680,32538,242,11928,0,45468,23911,78423,2408,105751,19705,28196,170462,28690,2835,86461,4181,36871,168740,63852,2752,26.967
2026-03-13 16:59:46.149000+00:00,0,0,0,15898,0,31305,27693,32546,248,11924,0,45487,23893,78464,2421,105754,19673,28173,170490,28687,2824,86451,4169,36861,168738,63861,2748,27.007
2026-03-13 16:59:46.189000+00:00,0,0,0,15923,0,31319,27705,32556,250,11927,0,45505,23880,78508,2429,105752,19654,28144,170500,28678,2822,86447,4162,36851,168734,63869,2751,27.047
2026-03-13 16:59:46.229000+00:00,0,0,0,15934,0,31330,27728,32571,250,11913,0,45511,23877,78543,2433,105744,19643,28130,170501,28670,2825,86437,4157,36847,168723,63871,2753,27.087
2026-03-13 16:59:46.269000+00:00,0,0,0,15938,0,31332,27762,32587,253,11890,0,45501,23875,78568,2437,105751,19622,28137,170522,28671,2832,86423,4150,36845,168716,63869,2756,27.127
2026-03-13 16:59:46.309000+00:00,0,0,0,15958,0,31334,27800,32612,258,11886,0,45490,23873,78599,2443,105785,19593,28159,170575,28682,2836,86415,4142,36845,168721,63879,2756,27.167
2026-03-13 16:59:46.349000+00:00,0,0,0,15984,0,31356,27844,32649,262,11891,0,45495,23877,78644,2448,105822,19575,28190,170637,28711,2834,86406,4140,36852,168733,63913,2749,27.207
2026-03-13 16:59:46.389000+00:00,0,0,0,15994,0,31408,27879,32696,267,11888,0,45517,23889,78679,2455,105853,19581,28233,170696,28764,2825,86394,4145,36868,168754,63957,2737,27.247
2026-03-13 16:59:46.429000+00:00,0,0,0,15977,0,31478,27863,32728,269,11890,0,45534,23908,78651,2455,105882,19620,28294,170756,28832,2818,86402,4153,36886,168809,63989,2730,27.287
2026-03-13 16:59:46.469000+00:00,0,0,0,15920,0,31535,27754,32709,259,11908,0,45527,23939,78533,2434,105905,19690,28372,170795,28883,2817,86457,4163,36908,168929,64002,2737,27.327
2026-03-13 16:59:46.509000+00:00,0,0,0,15821,0,31543,27569,32621,244,11931,0,45500,23980,78369,2405,105904,19773,28448,170770,28877,2823,86542,4172,36940,169092,64009,2755,27.367
2026-03-13 16:59:46.549000+00:00,0,0,0,15715,0,31472,27388,32498,237,11941,0,45482,24008,78247,2392,105876,19837,28480,170676,28818,2832,86615,4176,36967,169219,64015,2776,27.407
2026-03-13 16:59:46.589000+00:00,0,0,0,15656,0,31339,27290,32407,239,11945,0,45485,24010,78223,2397,105846,19855,28435,170565,28746,2836,86652,4177,36975,169259,64019,2788,27.447
2026-03-13 16:59:46.629000+00:00,0,0,0,15671,0,31226,27293,32385,242,11959,0,45493,23999,78286,2409,105834,19830,28331,170483,28693,2834,86658,4179,36973,169225,64016,2786,27.487
2026-03-13 16:59:46.669000+00:00,0,0,0,15731,0,31186,27361,32413,242,11979,0,45496,23992,78378,2416,105832,19790,28241,170431,28669,2832,86648,4184,36971,169156,64008,2778,27.527
2026-03-13 16:59:46.709000+00:00,0,0,0,15783,0,31200,27440,32455,240,11987,0,45498,23992,78450,2417,105829,19752,28206,170409,28667,2831,86634,4187,36971,169101,64007,2772,27.567
2026-03-13 16:59:46.749000+00:00,0,0,0,15806,0,31227,27493,32495,235,11980,0,45500,23994,78495,2415,105828,19728,28215,170434,28684,2829,86625,4187,36975,169098,64019,2768,27.607
2026-03-13 16:59:46.789000+00:00,0,0,0,15809,0,31250,27521,32529,227,11969,0,45504,24000,78525,2409,105821,19724,28247,170490,28714,2824,86625,4185,36986,169143,64046,2766,27.647
2026-03-13 16:59:46.829000+00:00,0,0,0,15804,0,31268,27538,32547,216,11958,0,45517,24010,78546,2400,105804,19727,28273,170528,28736,2818,86627,4180,36996,169187,64073,2764,27.687
2026-03-13 16:59:46.869000+00:00,0,0,0,15794,0,31279,27547,32544,212,11942,0,45537,24009,78563,2398,105777,19709,28267,170524,28732,2816,86619,4171,36995,169192,64081,2762,27.727
2026-03-13 16:59:46.909000+00:00,0,0,0,15782,0,31282,27551,32530,217,11916,0,45558,23988,78588,2407,105747,19663,28239,170503,28709,2821,86598,4162,36986,169164,64078,2766,27.767
2026-03-13 16:59:46.949000+00:00,0,0,0,15775,0,31282,27565,32514,227,11891,0,45576,23960,78627,2425,105717,19618,28213,170494,28693,2830,86574,4160,36980,169129,64088,2773,27.807
2026-03-13 16:59:46.989000+00:00,0,0,0,15795,0,31296,27594,32499,239,11886,0,45602,23942,78668,2449,105704,19604,28197,170497,28696,2836,86567,4167,36979,169103,64119,2778,27.847
2026-03-13 16:59:47.029000+00:00,0,0,0,15848,0,31319,27638,32495,254,11909,0,45630,23944,78710,2472,105733,19613,28194,170500,28710,2835,86579,4173,36983,169085,64158,2775,27.887
2026-03-13 16:59:47.069000+00:00,0,0,0,15918,0,31330,27689,32508,262,11947,0,45635,23962,78755,2484,105799,19615,28215,170496,28715,2832,86596,4176,36998,169069,64182,2773,27.927
2026-03-13 16:59:47.109000+00:00,0,0,0,15983,0,31326,27735,32529,261,11983,0,45614,23980,78794,2483,105869,19600,28251,170502,28709,2839,86606,4179,37018,169060,64182,2781,27.967
2026-03-13 16:59:47.149000+00:00,0,0,0,16026,0,31322,27769,32549,254,12004,0,45593,23987,78826,2478,105923,19582,28279,170527,28707,2852,86607,4183,37031,169059,64177,2792,28.007
2026-03-13 16:59:47.189000+00:00,0,0,0,16040,0,31332,27794,32571,242,12003,0,45595,23987,78870,2471,105960,19576,28287,170558,28715,2858,86602,4181,37036,169062,64193,2796,28.047
2026-03-13 16:59:47.229000+00:00,0,0,0,16024,0,31357,27809,32587,229,11979,0,45622,23984,78913,2464,105967,19592,28274,170584,28731,2849,86591,4177,37031,169068,64232,2787,28.087
2026-03-13 16:59:47.269000+00:00,0,0,0,15978,0,31393,27793,32588,220,11945,0,45646,23992,78904,2457,105945,19623,28250,170610,28760,2836,86582,4179,37016,169102,64273,2778,28.127
2026-03-13 16:59:47.309000+00:00,0,0,0,15897,0,31427,27722,32565,218,11920,0,45636,24030,78810,2445,105919,19665,28249,170641,28799,2831,86598,4192,37012,169199,64299,2781,28.167
2026-03-13 16:59:47.349000+00:00,0,0,0,15779,0,31428,27580,32503,218,11913,0,45595,24088,78665,2430,105894,19716,28300,170646,28810,2836,86642,4205,37049,169350,64308,2795,28.207
2026-03-13 16:59:47.389000+00:00,0,0,0,15667,0,31358,27402,32403,218,11927,0,45559,24130,78547,2418,105864,19765,28364,170594,28765,2838,86699,4212,37114,169493,64304,2806,28.247
2026-03-13 16:59:47.429000+00:00,0,0,0,15611,0,31234,27266,32303,218,11958,0,45559,24136,78510,2416,105837,19800,28361,170497,28690,2834,86753,4214,37158,169563,64301,2809,28.287
2026-03-13 16:59:47.469000+00:00,0,0,0,15617,0,31134,27212,32241,220,11991,0,45592,24116,78543,2425,105821,19815,28281,170391,28630,2829,86792,4215,37161,169549,64306,2807,28.327
2026-03-13 16:59:47.509000+00:00,0,0,0,15666,0,31095,27222,32220,226,12022,0,45629,24084,78595,2439,105820,19809,28188,170303,28596,2828,86810,4211,37143,169493,64309,2805,28.367
2026-03-13 16:59:47.549000+00:00,0,0,0,15728,0,31096,27259,32230,236,12047,0,45645,24055,78637,2455,105827,19789,28140,170258,28584,2834,86811,4206,37127,169442,64304,2807,28.407
2026-03-13 16:59:47.589000+00:00,0,0,0,15773,0,31115,27304,32263,248,12057,0,45646,24038,78669,2472,105829,19766,28149,170267,28602,2837,86800,4206,37123,169424,64307,2806,28.447
2026-03-13 16:59:47.629000+00:00,0,0,0,15783,0,31152,27342,32309,256,12044,0,45655,24040,78704,2483,105813,19750,28194,170302,28645,2829,86785,4212,37131,169437,64333,2803,28.487
2026-03-13 16:59:47.669000+00:00,0,0,0,15767,0,31199,27365,32351,258,12018,0,45680,24051,78752,2487,105779,19743,28231,170318,28686,2820,86769,4217,37141,169458,64378,2803,28.527
2026-03-13 16:59:47.709000+00:00,0,0,0,15754,0,31229,27379,32372,254,12001,0,45705,24061,78809,2485,105745,19740,28237,170301,28697,2818,86756,4213,37150,169467,64423,2804,28.567
2026-03-13 16:59:47.749000+00:00,0,0,0,15766,0,31220,27394,32374,245,12006,0,45711,24066,78872,2480,105730,19733,28220,170273,28674,2822,86750,4205,37161,169460,64449,2805,28.607
2026-03-13 16:59:47.789000+00:00,0,0,0,15796,0,31189,27416,32368,237,12021,0,45700,24064,78927,2479,105727,19711,28194,170250,28633,2825,86746,4198,37167,169443,64455,2807,28.647
2026-03-13 16:59:47.829000+00:00,0,0,0,15826,0,31164,27442,32359,236,12030,0,45690,24056,78964,2487,105718,19670,28167,170238,28597,2822,86738,4193,37167,169424,64448,2808,28.687
2026-03-13 16:59:47.869000+00:00,0,0,0,15854,0,31155,27474,32357,236,12033,0,45682,24049,78988,2494,105702,19627,28154,170238,28579,2819,86723,4188,37167,169402,64439,2809,28.727
2026-03-13 16:59:47.909000+00:00,0,0,0,15872,0,31161,27516,32362,232,12026,0,45675,24052,79003,2493,105691,19595,28163,170247,28578,2816,86700,4184,37169,169377,64431,2805,28.767
2026-03-13 16:59:47.949000+00:00,0,0,0,15869,0,31186,27561,32375,233,12002,0,45685,24060,79021,2496,105679,19572,28185,170268,28591,2812,86671,4178,37168,169361,64435,2795,28.807
2026-03-13 16:59:47.989000+00:00,0,0,0,15855,0,31230,27598,32397,239,11970,0,45719,24065,79058,2505,105660,19553,28206,170292,28618,2815,86641,4170,37165,169356,64460,2794,28.847
2026-03-13 16:59:48.029000+00:00,0,0,0,15845,0,31274,27626,32429,236,11942,0,45763,24062,79125,2508,105646,19541,28222,170316,28645,2829,86614,4167,37168,169353,64498,2807,28.887
2026-03-13 16:59:48.069000+00:00,0,0,0,15863,0,31301,27662,32467,227,11936,0,45792,24056,79203,2504,105662,19534,28239,170355,28662,2841,86596,4171,37176,169344,64530,2820,28.927
2026-03-13 16:59:48.109000+00:00,0,0,0,15924,0,31323,27713,32502,220,11967,0,45803,24058,79256,2501,105726,19530,28266,170414,28680,2844,86599,4179,37184,169334,64550,2825,28.967
2026-03-13 16:59:48.149000+00:00,0,0,0,15985,0,31348,27746,32525,218,12015,0,45798,24078,79247,2497,105814,19546,28321,170483,28713,2840,86626,4192,37201,169349,64560,2819,29.007
2026-03-13 16:59:48.189000+00:00,0,0,0,15988,0,31357,27699,32513,218,12057,0,45774,24116,79146,2485,105898,19608,28411,170534,28753,2831,86680,4214,37229,169417,64571,2811,29.047
2026-03-13 16:59:48.229000+00:00,0,0,0,15921,0,31326,27547,32442,220,12089,0,45752,24153,78995,2472,105955,19703,28500,170532,28776,2823,86753,4235,37264,169534,64596,2813,29.087
2026-03-13 16:59:48.269000+00:00,0,0,0,15820,0,31259,27356,32331,227,12103,0,45761,24166,78888,2470,105954,19785,28536,170455,28758,2819,86814,4243,37291,169637,64632,2825,29.127
2026-03-13 16:59:48.309000+00:00,0,0,0,15746,0,31192,27224,32234,237,12101,0,45800,24151,78877,2482,105898,19825,28486,170333,28705,2820,86836,4238,37304,169664,64648,2832,29.167
2026-03-13 16:59:48.349000+00:00,0,0,0,15737,0,31148,27193,32189,241,12102,0,45836,24124,78934,2494,105833,19824,28372,170223,28644,2820,86828,4230,37303,169614,64633,2827,29.207
2026-03-13 16:59:48.389000+00:00,0,0,0,15776,0,31130,27235,32191,236,12110,0,45848,24098,78994,2497,105787,19782,28267,170159,28604,2814,86808,4218,37289,169532,64599,2811,29.247
2026-03-13 16:59:48.429000+00:00,0,0,0,15825,0,31145,27307,32218,233,12113,0,45849,24083,79032,2501,105759,19715,28220,170148,28594,2801,86790,4205,37268,169468,64570,2792,29.287
2026-03-13 16:59:48.469000+00:00,0,0,0,15862,0,31190,27381,32267,238,12108,0,45861,24091,79073,2510,105765,19675,28226,170177,28615,2792,86782,4196,37256,169451,64570,2782,29.327
2026-03-13 16:59:48.509000+00:00,0,0,0,15874,0,31245,27441,32336,237,12094,0,45880,24115,79136,2513,105799,19680,28262,170214,28653,2795,86776,4193,37258,169468,64598,2784,29.367
2026-03-13 16:59:48.549000+00:00,0,0,0,15870,0,31283,27469,32392,232,12078,0,45888,24126,79189,2508,105821,19699,28295,170230,28682,2806,86759,4194,37263,169481,64625,2794,29.407
2026-03-13 16:59:48.589000+00:00,0,0,0,15866,0,31292,27470,32412,228,12067,0,45879,24109,79205,2505,105819,19696,28298,170224,28681,2812,86736,4193,37256,169473,64624,2801,29.447
2026-03-13 16:59:48.629000+00:00,0,0,0,15866,0,31283,27469,32406,225,12053,0,45864,24076,79204,2503,105801,19665,28269,170213,28659,2812,86705,4191,37236,169446,64601,2801,29.487
2026-03-13 16:59:48.669000+00:00,0,0,0,15864,0,31275,27486,32395,221,12029,0,45863,24048,79220,2502,105768,19622,28228,170207,28637,2816,86665,4187,37214,169407,64585,2802,29.527
2026-03-13 16:59:48.709000+00:00,0,0,0,15867,0,31280,27518,32393,222,12004,0,45881,24032,79263,2506,105726,19590,28200,170207,28628,2818,86625,4185,37201,169369,64596,2803,29.567
2026-03-13 16:59:48.749000+00:00,0,0,0,15878,0,31291,27559,32400,232,11988,0,45900,24028,79322,2522,105694,19572,28199,170209,28633,2813,86594,4183,37206,169340,64627,2798,29.607
2026-03-13 16:59:48.789000+00:00,0,0,0,15897,0,31299,27606,32414,238,11985,0,45909,24034,79379,2536,105686,19564,28220,170218,28648,2808,86575,4182,37222,169321,64658,2790,29.647
2026-03-13 16:59:48.829000+00:00,0,0,0,15929,0,31310,27655,32444,231,11993,0,45910,24048,79436,2534,105695,19560,28247,170246,28662,2813,86567,4181,37233,169310,64677,2792,29.687
2026-03-13 16:59:48.869000+00:00,0,0,0,15962,0,31328,27700,32484,222,12004,0,45910,24065,79483,2526,105716,19553,28275,170290,28675,2822,86564,4179,37239,169311,64686,2801,29.727
2026-03-13 16:59:48.909000+00:00,0,0,0,15978,0,31351,27715,32514,222,12018,0,45907,24087,79490,2525,105756,19548,28319,170334,28696,2826,86570,4180,37252,169331,64695,2806,29.767
2026-03-13 16:59:48.949000+00:00,0,0,0,15964,0,31365,27663,32509,221,12047,0,45905,24122,79435,2519,105816,19568,28383,170362,28727,2823,86602,4191,37281,169387,64717,2810,29.807
2026-03-13 16:59:48.989000+00:00,0,0,0,15904,0,31349,27529,32447,210,12086,0,45911,24169,79339,2501,105880,19624,28439,170348,28740,2820,86661,4204,37323,169483,64755,2818,29.847
2026-03-13 16:59:49.029000+00:00,0,0,0,15810,0,31284,27358,32339,201,12109,0,45926,24203,79261,2486,105921,19700,28441,170274,28710,2819,86723,4209,37365,169581,64795,2827,29.887
2026-03-13 16:59:49.069000+00:00,0,0,0,15727,0,31191,27226,32239,205,12106,0,45941,24205,79251,2488,105908,19753,28384,170170,28649,2817,86754,4207,37394,169631,64818,2831,29.927
2026-03-13 16:59:49.109000+00:00,0,0,0,15690,0,31118,27176,32189,219,12090,0,45956,24180,79302,2507,105833,19761,28298,170087,28589,2819,86745,4199,37399,169620,64822,2832,29.967
2026-03-13 16:59:49.149000+00:00,0,0,0,15704,0,31091,27207,32187,230,12080,0,45970,24155,79371,2524,105748,19741,28228,170038,28554,2828,86715,4192,37383,169562,64816,2836,30.007
2026-03-13 16:59:49.189000+00:00,0,0,0,15754,0,31102,27285,32212,231,12085,0,45975,24149,79423,2529,105705,19716,28199,170014,28553,2841,86692,4193,37363,169488,64809,2841,30.047
2026-03-13 16:59:49.229000+00:00,0,0,0,15814,0,31140,27366,32258,230,12104,0,45979,24162,79459,2527,105705,19699,28217,170014,28590,2842,86693,4201,37357,169434,64818,2839,30.087
2026-03-13 16:59:49.269000+00:00,0,0,0,15850,0,31191,27416,32312,236,12115,0,45996,24177,79492,2534,105722,19697,28263,170039,28646,2831,86701,4207,37364,169425,64844,2832,30.127
2026-03-13 16:59:49.309000+00:00,0,0,0,15852,0,31229,27431,32350,245,12106,0,46014,24179,79527,2547,105735,19701,28302,170076,28686,2819,86696,4204,37373,169448,64868,2828,30.167
2026-03-13 16:59:49.349000+00:00,0,0,0,15845,0,31238,27435,32360,248,12087,0,46021,24168,79559,2557,105736,19699,28313,170094,28688,2817,86671,4200,37375,169461,64878,2830,30.207
2026-03-13 16:59:49.389000+00:00,0,0,0,15848,0,31229,27453,32352,242,12073,0,46018,24152,79583,2557,105730,19684,28305,170081,28658,2820,86636,4198,37374,169434,64868,2833,30.247
2026-03-13 16:59:49.429000+00:00,0,0,0,15845,0,31223,27485,32342,230,12046,0,46014,24136,79601,2547,105707,19650,28291,170070,28618,2822,86588,4190,37373,169389,64848,2831,30.287
2026-03-13 16:59:49.469000+00:00,0,0,0,15820,0,31222,27517,32338,220,11997,0,46013,24118,79628,2539,105660,19607,28269,170080,28592,2823,86526,4175,37367,169357,64841,2826,30.327
2026-03-13 16:59:49.509000+00:00,0,0,0,15803,0,31227,27544,32341,217,11955,0,46022,24104,79668,2541,105615,19574,28239,170096,28592,2817,86475,4164,37353,169338,64858,2819,30.367
2026-03-13 16:59:49.549000+00:00,0,0,0,15821,0,31241,27567,32349,220,11949,0,46045,24096,79717,2553,105604,19558,28209,170104,28609,2806,86453,4163,37332,169319,64886,2809,30.407
2026-03-13 16:59:49.589000+00:00,0,0,0,15860,0,31261,27585,32363,232,11971,0,46066,24096,79756,2572,105616,19560,28200,170111,28631,2799,86452,4165,37318,169307,64906,2805,30.447
2026-03-13 16:59:49.629000+00:00,0,0,0,15891,0,31279,27579,32377,248,12011,0,46070,24114,79761,2587,105645,19588,28235,170122,28658,2805,86476,4172,37326,169318,64920,2814,30.487
2026-03-13 16:59:49.669000+00:00,0,0,0,15888,0,31287,27509,32373,254,12064,0,46068,24153,79718,2586,105697,19652,28314,170128,28690,2818,86535,4185,37368,169376,64945,2834,30.527
2026-03-13 16:59:49.709000+00:00,0,0,0,15829,0,31256,27358,32321,246,12113,0,46069,24199,79644,2570,105751,19739,28399,170109,28703,2829,86615,4202,37435,169483,64995,2855,30.567
