Channel,Hardware Channel,WindowStartIdx,WindowEndIdx,WindowStartSec,WindowEndSec,Mean,Std,Skewness,Day,Experiment,Wavelength,SkinTone,Orientation,Pol
Unpolarized_A_Green,C5,0,250,0.0,10.0,-3.6948222259525213e-16,69.719578766821,4.6056660857296805,Day_4,Experiment_3,IR,Fair,0,Og. Pol
Unpolarized_A_Green,C5,25,275,1.0,11.0,-4.547473508864641e-16,69.60114693454645,4.6254995954708615,Day_4,Experiment_3,IR,Fair,0,Og. Pol
Unpolarized_A_Green,C5,50,300,2.0,12.0,2.2737367544323206e-16,69.41305876515091,4.828119706838615,Day_4,Experiment_3,IR,Fair,0,Og. Pol
Unpolarized_A_Green,C5,75,325,3.0,13.0,-1.3642420526593924e-15,73.27743019065815,5.4916989898429724,Day_4,Experiment_3,IR,Fair,0,Og. Pol
Unpolarized_A_Green,C5,100,350,4.0,14.0,0.0,20.610278834048387,5.883007152869785,Day_4,Experiment_3,IR,Fair,0,Og. Pol
Unpolarized_A_Green,C5,125,375,5.0,15.0,5.684341886080802e-17,7.895931723774516,0.252389664094649,Day_4,Experiment_3,IR,Fair,0,Og. Pol
Unpolarized_A_Green,C5,150,400,6.0,16.0,1.1368683772161603e-16,7.808768459253272,0.2456548293249017,Day_4,Experiment_3,IR,Fair,0,Og. Pol
Unpolarized_A_Green,C5,175,425,7.0,17.0,-4.2632564145606006e-17,7.716035385520011,0.2684328541004783,Day_4,Experiment_3,IR,Fair,0,Og. Pol
Unpolarized_A_Green,C5,200,450,8.0,18.0,-1.4921397450962102e-16,7.945783857368526,0.2849968036827782,Day_4,Experiment_3,IR,Fair,0,Og. Pol
Unpolarized_A_Green,C5,225,475,9.0,19.0,0.0,8.051376519255303,0.2864934313274477,Day_4,Experiment_3,IR,Fair,0,Og. Pol
Unpolarized_A_Green,C5,250,500,10.0,20.0,-2.842170943040401e-17,8.650287068194983,0.0245386073650368,Day_4,Experiment_3,IR,Fair,0,Og. Pol
Unpolarized_A_Green,C5,275,525,11.0,21.0,3.979039320256561e-16,8.379451398301423,0.072900909975809,Day_4,Experiment_3,IR,Fair,0,Og. Pol
Unpolarized_A_Green,C5,300,550,12.0,22.0,2.842170943040401e-17,8.238059697200736,0.010054293435165,Day_4,Experiment_3,IR,Fair,0,Og. Pol
Unpolarized_A_Green,C5,325,575,13.0,23.0,5.684341886080802e-17,8.266135186811534,0.0119244255750328,Day_4,Experiment_3,IR,Fair,0,Og. Pol
Unpolarized_A_Green,C5,350,600,14.0,24.0,-2.7000623958883806e-16,8.050286323339986,0.1153892776096168,Day_4,Experiment_3,IR,Fair,0,Og. Pol
Unpolarized_A_Green,C5,375,625,15.0,25.0,1.70530256582424e-16,8.18814659780755,-0.0806191698254174,Day_4,Experiment_3,IR,Fair,0,Og. Pol
Unpolarized_A_Green,C5,400,650,16.0,26.0,-1.70530256582424e-16,8.313251759974756,-0.0889475397897835,Day_4,Experiment_3,IR,Fair,0,Og. Pol
Unpolarized_A_Green,C5,425,675,17.0,27.0,9.947598300641404e-17,8.467043968425905,-0.0839618705619365,Day_4,Experiment_3,IR,Fair,0,Og. Pol
Unpolarized_A_Green,C5,450,700,18.0,28.0,-1.1368683772161603e-16,8.331163270814383,-0.1169370920811996,Day_4,Experiment_3,IR,Fair,0,Og. Pol
Unpolarized_A_Green,C5,475,725,19.0,29.0,-7.105427357601002e-18,8.392736837816457,-0.0691742776950569,Day_4,Experiment_3,IR,Fair,0,Og. Pol
Unpolarized_A_Green,C5,500,750,20.0,30.0,1.2789769243681802e-16,8.045091359446698,-0.0144546606819557,Day_4,Experiment_3,IR,Fair,0,Og. Pol
Unpolarized_A_Green,C5,525,775,21.0,31.0,8.5265128291212e-17,8.444791260893263,-0.1348294486364689,Day_4,Experiment_3,IR,Fair,0,Og. Pol
Unpolarized_A_Green,C5,550,800,22.0,32.0,5.684341886080802e-17,8.414689553593703,-0.0043581160988876,Day_4,Experiment_3,IR,Fair,0,Og. Pol
Unpolarized_A_Green,C5,575,825,23.0,33.0,-1.4210854715202004e-17,8.17674100524573,-0.0259721499140717,Day_4,Experiment_3,IR,Fair,0,Og. Pol
