Participant,Channel,Hardware Channel,Metric,Mean,Std,Day,Experiment,Wavelength,SkinTone,Orientation,Pol
IR_Fair_0_OgPol,Unpolarized_A_Green,C5,PI,-336.8756684867911,257.85304664385376,Day_4,Experiment_3,IR,Fair,0,Og. Pol
IR_Fair_0_OgPol,Unpolarized_A_Red,C2,PI,-207.69304009084934,34.931054714470676,Day_4,Experiment_3,IR,Fair,0,Og. Pol
IR_Fair_0_OgPol,Unpolarized_A_IR,C4,PI,-194.4025595563592,53.048478540015886,Day_4,Experiment_3,IR,Fair,0,Og. Pol
IR_Fair_0_OgPol,Unpolarized_B_Green,C11,PI,-204.21261253467202,47.57736236766441,Day_4,Experiment_3,IR,Fair,0,Og. Pol
IR_Fair_0_OgPol,Unpolarized_B_Red,C8,PI,-172.19611645836983,33.205955844843004,Day_4,Experiment_3,IR,Fair,0,Og. Pol
IR_Fair_0_OgPol,Unpolarized_B_IR,C10,PI,-177.47054622874745,33.493067531452766,Day_4,Experiment_3,IR,Fair,0,Og. Pol
IR_Fair_0_OgPol,Co-Polarized_Green,C13,PI,-345.86728079129625,415.73203166600194,Day_4,Experiment_3,IR,Fair,0,Og. Pol
IR_Fair_0_OgPol,Co-Polarized_Red,C12,PI,-690.6835634867459,2253.3449121546296,Day_4,Experiment_3,IR,Fair,0,Og. Pol
IR_Fair_0_OgPol,Co-Polarized_IR,C15,PI,-173.95311880694913,46.38876038155316,Day_4,Experiment_3,IR,Fair,0,Og. Pol
IR_Fair_0_OgPol,Cross-Polarized_Green,C19,PI,-170.19782377913066,19.736859743161737,Day_4,Experiment_3,IR,Fair,0,Og. Pol
IR_Fair_0_OgPol,Cross-Polarized_Red,C18,PI,-171.8290994792267,19.84664534440239,Day_4,Experiment_3,IR,Fair,0,Og. Pol
IR_Fair_0_OgPol,Cross-Polarized_IR,C21,PI,-163.45278506554806,19.93223915844522,Day_4,Experiment_3,IR,Fair,0,Og. Pol
