time,Unpolarized_A_Green,Unpolarized_A_Red,Unpolarized_A_IR,Unpolarized_B_Green,Unpolarized_B_Red,Unpolarized_B_IR,Co-Polarized_Green,Co-Polarized_Red,Co-Polarized_IR,Cross-Polarized_Green,Cross-Polarized_Red,Cross-Polarized_IR,Day,Experiment,Wavelength,SkinTone,Orientation,Pol
2025-10-24T16:49:28.494Z,37,923,2502,408,1306,2980,3133,2875,13840,5158,7944,21719,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:28.534Z,36,928,2499,401,1302,2968,3139,2846,13754,5149,7885,21457,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:28.574Z,46,929,2486,398,1286,2939,3132,2813,13543,5077,7687,20754,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:28.614Z,55,923,2471,397,1263,2905,3113,2799,13271,4916,7334,19845,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:28.654Z,58,914,2465,396,1247,2891,3098,2809,13108,4742,6987,19320,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:28.694Z,60,909,2474,403,1244,2905,3097,2826,13136,4685,6895,19440,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:28.734Z,64,909,2490,414,1250,2930,3103,2848,13277,4757,7075,19942,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:28.774Z,66,913,2498,421,1260,2947,3108,2873,13426,4863,7319,20465,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:28.814Z,61,917,2497,418,1271,2951,3110,2884,13540,4934,7479,20833,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:28.855Z,54,920,2493,412,1281,2952,3111,2884,13634,4966,7556,21077,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:28.895Z,50,924,2493,411,1290,2960,3115,2891,13729,5002,7638,21319,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:28.935Z,53,929,2495,415,1298,2972,3119,2904,13804,5056,7756,21552,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:28.975Z,57,934,2497,420,1304,2978,3120,2910,13836,5107,7856,21679,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:29.015Z,57,939,2499,423,1308,2979,3120,2908,13843,5144,7921,21716,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:29.055Z,57,941,2502,425,1310,2980,3122,2909,13838,5166,7960,21702,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:29.095Z,56,936,2499,423,1304,2974,3122,2912,13785,5149,7931,21524,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:29.135Z,52,925,2487,413,1286,2954,3112,2898,13609,5061,7767,20960,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:29.175Z,46,915,2471,401,1260,2921,3092,2861,13316,4904,7460,20017,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:29.215Z,43,910,2460,393,1238,2894,3080,2827,13060,4732,7101,19195,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:29.255Z,40,910,2460,391,1233,2888,3087,2826,13014,4631,6857,19050,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:29.295Z,37,912,2466,391,1244,2900,3106,2847,13167,4660,6865,19547,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:29.335Z,37,913,2475,396,1256,2918,3121,2872,13366,4772,7061,20201,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:29.375Z,44,915,2484,407,1265,2934,3120,2891,13506,4872,7279,20665,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:29.415Z,51,921,2489,419,1272,2942,3106,2901,13583,4931,7450,20896,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:29.455Z,51,928,2493,422,1281,2949,3094,2903,13637,4978,7591,21039,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:29.495Z,45,928,2498,420,1290,2961,3094,2905,13705,5037,7723,21258,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:29.535Z,42,920,2503,418,1293,2975,3100,2911,13777,5098,7837,21515,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:29.575Z,50,912,2504,424,1292,2982,3105,2922,13820,5137,7920,21668,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:29.615Z,64,907,2502,431,1290,2985,3109,2935,13835,5150,7967,21709,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:29.655Z,69,906,2500,433,1288,2984,3114,2938,13816,5147,7974,21644,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:29.695Z,63,912,2499,426,1286,2973,3106,2915,13703,5113,7903,21304,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:29.735Z,58,921,2493,415,1279,2948,3079,2860,13458,5011,7683,20533,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:29.775Z,59,930,2483,406,1266,2916,3053,2796,13177,4836,7294,19621,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:29.815Z,66,933,2479,407,1257,2898,3049,2764,13049,4674,6916,19195,Day_4,Experiment_3,IR,Fair,0,Og. Pol
2025-10-24T16:49:29.855Z,71,934,2484,415,1260,2904,3071,2775,13135,4650,6823,19459,Day_4,Experiment_3,IR,Fair,0,Og. Pol
